pbindaff,nha,mwt,PDB
4.66,20,306.328,2ca8
5.68,13,189.21,2cbu
5.48,12,175.184,2cbv
3.93,31,503.156,2cbz
8.01,18,242.24,2cc7
7.45,27,376.37,2ccb
7.76,19,257.274,2ccc
7.25,14,200.196,2ces
4.70,20,290.248,2cex
8.10,32,452.006,2cf8
7.82,33,447.59,2cf9
5.52,16,226.18,2cht
8.22,31,465.952,2cji
4.41,18,286.764,2csn
8.15,33,464.652,2d1n
6.89,10,150.13,2dri
4.77,6,88.02,2dua
4.70,10,148.072,2dw7
7.22,65,911.026,2er6
5.66,21,308.384,2erz
6.60,57,810.218,2euk
6.70,52,752.982,2eum
6.70,51,724.046,2evl
7.94,27,377.438,2ewa
6.10,21,324.444,2ewb
4.36,11,155.162,2ez7
7.54,32,436.546,2f1g
5.70,30,449.434,2f2h
6.89,24,352.352,2f34
5.40,24,332.292,2f35
5.17,23,342.296,2f5t
4.62,26,384.436,2f6t
7.44,11,180.252,2f7o
6.60,18,270.37,2f7p
10.52,38,547.666,2f81
8.70,38,547.666,2f8g
7.26,20,307.098,2f8i
8.21,19,266.262,2ff1
7.34,38,524.686,2fgi
9.18,49,670.84,2fgu
6.12,49,670.84,2fgv
2.92,20,336.08,2fkf
3.96,10,133.156,2fpz
6.43,17,268.298,2fqo
6.14,17,268.298,2fqt
6.68,19,268.236,2fqw
7.15,20,283.254,2fqx
6.57,19,267.254,2fqy
8.52,30,441.468,2fvd
2.92,13,189.1,2fw6
2.92,13,189.1,2fwp
3.70,10,133.156,2fx6
8.15,50,704.964,2fxu
5.35,24,361.216,2fxv
3.38,22,348.14,2fzg
3.60,25,391.142,2fzk
10.52,43,588.586,2fzz
9.74,39,534.556,2g00
13.00,16,243.31,2gh7
4.82,19,267.254,2gl0
6.07,35,500.548,2gst
3.59,23,345.216,2gsu
7.34,39,551.716,2gv6
7.85,49,696.958,2gv7
9.52,29,391.502,2gvj
3.90,15,233.24,2gvv
7.00,10,151.122,2gyi
4.82,44,677.522,2gzl
6.52,21,371.156,2h4g
5.49,20,355.156,2h4k
8.70,13,222.268,2h4n
5.10,14,228.092,2h5a
5.39,12,185.578,2h6b
5.11,57,818.988,2h6q
3.80,14,279.064,2hb1
11.35,39,560.7,2hb3
1.72,11,152.128,2hdr
5.47,32,536.234,2hf8
7.49,39,572.608,2hh5
8.48,38,547.666,2hs1
8.31,38,547.666,2hs2
3.81,28,383.398,2hu6
5.22,25,345.294,2hxm
11.40,45,637.742,2i0a
9.72,21,282.324,2i0g
7.40,34,471.554,2i3h
7.30,35,499.66,2i3i
5.40,18,279.684,2i80
8.49,23,307.304,2ihq
5.45,26,355.392,2iko
7.10,44,618.754,2il2
5.55,28,386.384,2iuz
6.43,30,475.352,2ivu
6.00,16,243.336,2izl
7.33,30,454.934,2j2u
7.82,30,471.986,2j34
5.41,26,360.37,2j47
9.00,36,559.108,2j4i
6.65,11,163.174,2j75
5.96,13,192.176,2j79
6.62,14,202.18,2j7b
7.13,18,260.248,2j7d
7.32,19,272.258,2j7e
6.35,17,243.198,2j7f
7.00,18,257.224,2j7g
7.19,10,150.182,2j7h
7.05,46,653.762,2jxr
7.52,16,225.266,2mas
5.54,28,405.568,2olb
8.70,18,243.38,2pcp
3.55,20,290.248,2qwc
5.67,24,341.374,2qwf
3.42,20,290.248,2sim
5.89,13,208.154,2tmn
4.15,17,239.244,2toh
4.31,16,230.306,2tpi
4.82,9,153.006,2ypi
6.86,37,504.634,3aid
6.72,35,500.548,3gst
3.60,9,133.174,3jdw
4.70,9,131.174,3kiv
2.40,10,137.11,3pcb
3.62,10,137.11,3pcc
6.05,11,155.102,3pcf
2.30,11,151.136,3pcg
6.70,11,154.102,3pck
3.66,12,167.136,3pcn
8.82,33,455.544,3tlh
9.77,28,425.88,456c
6.62,60,814.096,4er1
6.52,58,794.974,4fiv
4.32,21,322.168,4rsk
10.33,20,338.164,4std
7.70,55,886.32,4tmk
4.94,13,181.188,4ts1
6.64,12,180.156,5abp
6.57,68,946.19,5er2
7.66,33,455.544,5fiv
10.49,28,376.42,5std
6.37,23,323.348,5tln
8.04,32,469.466,5tmn
7.47,57,911.342,5tmp
3.26,11,184.046,5yas
6.36,10,150.13,6abp
11.52,33,476.41,6cpa
8.08,33,455.544,6fiv
3.21,10,170.056,6tim
6.46,11,164.156,7abp
9.62,61,862.052,7hvp
10.72,20,334.654,7std
8.49,34,479.582,7upj
9.28,28,425.88,830c
8.00,12,180.156,8abp
7.64,27,391.438,966c
8.00,12,180.156,9abp
