pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,nacttors,ninacttors,PDB
6.5400,71.9218,678.5677,5.8732,10.0695,9.4408,4.0000,1.0000,3fuz
1.7100,76.0390,817.6360,3.2176,0.0000,1.7310,0.0000,0.0000,3g6m
7.0200,49.5241,918.8448,2.7883,12.6883,1.8483,3.0000,3.0000,3igp
7.8200,74.9529,1088.1071,3.2407,30.6033,2.8750,4.0000,1.0000,3n2p
9.0000,171.9800,2169.5747,11.3353,41.8822,11.4796,6.0000,5.0000,3nw9
6.5900,49.4553,920.8040,14.3078,11.4741,5.9853,14.0000,0.0000,3opr
9.7400,122.9548,1548.0780,9.4112,71.6430,5.4254,7.0000,2.0000,3p3g
7.4800,107.9642,1359.3436,6.9033,11.8794,11.4042,4.0000,3.0000,3qxm
7.8900,60.7253,912.2676,2.5662,35.2651,1.7329,6.0000,2.0000,3rz5
7.6400,151.5076,1966.5662,6.6709,21.6430,9.1270,13.0000,1.0000,3sjf
11.1100,107.4678,1796.7783,1.8076,135.5654,1.7994,6.0000,0.0000,3std
8.4300,174.8537,1800.4973,3.9771,66.4809,1.6850,7.0000,0.0000,2xbv
9.1500,81.8333,1399.9971,1.9452,43.8902,2.2405,4.0000,5.0000,2xjx
6.7200,94.6470,1427.2917,19.4050,6.3381,12.1483,4.0000,2.0000,2zz6
4.7400,152.3848,1948.1617,12.7428,0.0000,9.1341,8.0000,3.0000,3dnt
9.8500,153.8465,2410.2188,6.4213,94.2449,3.5997,10.0000,6.0000,3kdb
5.8000,135.6034,1216.8977,9.5346,0.0000,13.4519,8.0000,3.0000,3q72
5.4600,91.4528,1332.3386,5.3485,0.0000,9.7255,4.0000,8.0000,1anf
3.1200,107.9964,1410.8944,16.7450,42.5095,6.7913,12.0000,1.0000,1h9l
7.2400,103.0967,1621.4814,2.9901,40.8506,4.1520,4.0000,1.0000,1oyt
2.2300,46.2266,612.3215,2.9809,16.3921,4.5173,3.0000,2.0000,2igv
8.0500,161.8332,1854.9030,3.2612,68.8477,1.7392,7.0000,0.0000,2xc4
3.7700,51.3047,655.0125,3.2185,0.0000,5.5581,4.0000,8.0000,2y9g
9.4600,142.9525,2056.5027,4.4730,107.0872,3.9378,2.0000,0.0000,2yki
6.3700,107.1237,1345.3557,3.1151,39.7596,4.8055,7.0000,1.0000,2zdk
4.3800,37.1810,569.8956,2.1997,7.8013,2.8712,3.0000,4.0000,3guz
7.6800,85.8569,1387.9131,2.4284,54.7180,1.8051,7.0000,4.0000,3miy
5.5100,92.7109,1124.8922,15.9345,7.6741,7.3079,4.0000,2.0000,3vgc
3.3500,46.3968,757.1804,2.8697,0.0000,4.8389,9.0000,2.0000,3zxe
6.3600,45.4101,726.6171,3.9045,0.0000,7.7856,0.0000,4.0000,6abp
6.4600,51.2091,810.9366,4.6792,6.8624,8.3689,0.0000,4.0000,7abp
6.4200,99.8832,1262.2329,6.4447,17.1812,4.0009,3.0000,2.0000,1o5a
6.7700,91.2329,1359.6852,4.4696,81.9496,1.7339,2.0000,0.0000,1om1
5.2600,70.5638,1004.0592,5.5227,3.1931,3.6439,4.0000,1.0000,1w4q
4.7000,38.5249,738.1584,0.7494,13.2302,0.8702,1.0000,2.0000,2qfo
6.6200,102.6226,1301.4323,3.2620,27.5142,5.0006,7.0000,1.0000,2zq1
3.1600,32.6671,768.1156,0.5048,34.5808,0.0000,2.0000,3.0000,3f34
6.2200,99.5045,1561.3888,5.2096,0.9845,9.0610,7.0000,3.0000,3p2e
6.8200,65.5237,936.4552,5.3738,12.0347,8.6604,5.0000,5.0000,1uwf
4.7400,57.6811,936.2229,3.9512,2.8000,3.9936,4.0000,1.0000,1w4p
6.9200,50.5108,1135.7583,1.3233,64.5664,0.0000,5.0000,5.0000,2g79
8.8900,101.1601,1611.5623,13.0005,25.8901,10.4582,16.0000,0.0000,2h5i
10.6200,155.6041,2620.8069,8.2029,27.8060,11.2521,23.0000,0.0000,2xei
2.8100,54.5131,963.6530,2.7301,2.8261,3.2159,4.0000,3.0000,3djx
8.0000,81.8929,1291.8278,1.5136,122.7498,0.8028,5.0000,5.0000,3hx3
3.1000,117.7193,2052.8218,4.6656,41.6012,6.9313,41.0000,3.0000,3mo8
6.6200,98.5499,1193.9684,6.6856,0.0000,6.6208,8.0000,2.0000,1afk
6.2800,104.1888,1219.2313,13.4635,0.0000,5.8102,8.0000,1.0000,1afl
8.2700,147.0359,1601.5309,6.9516,0.0000,13.6478,9.0000,4.0000,1clu
8.8000,145.6301,2315.0845,10.5697,13.1343,11.3641,20.0000,3.0000,1csi
7.3800,156.5411,2388.4209,10.3635,12.9318,11.3802,20.0000,3.0000,1csr
6.1000,146.9385,2369.9016,10.7508,13.8466,11.7336,20.0000,3.0000,1css
6.9600,60.9529,915.8456,2.6548,4.1614,4.7729,6.0000,4.0000,1d3v
10.6600,176.5102,2715.4954,4.4721,97.9992,6.2020,19.0000,8.0000,1dif
8.9600,157.1825,2222.9146,23.2666,64.3106,12.0714,13.0000,1.0000,1doj
11.8000,116.1141,1210.0403,11.1970,2.0453,18.1903,8.0000,2.0000,1duv
4.9400,84.9487,1210.5432,3.6702,36.4549,2.0179,2.0000,3.0000,1e2k
1.9100,48.5369,583.1624,4.0427,9.5667,5.7895,3.0000,1.0000,1f2o
7.4000,73.6597,1050.8469,6.3992,8.5748,8.3119,5.0000,5.0000,1f8c
9.7000,108.7249,1758.7052,3.0140,63.5447,4.2878,6.0000,13.0000,1fkb
9.4000,112.6967,1948.5466,3.2118,65.0961,4.2851,7.0000,12.0000,1fkf
7.6100,86.6392,940.5820,4.6028,16.5453,7.5125,3.0000,2.0000,1ftm
5.9300,85.3166,1399.7495,4.1652,21.8917,2.8629,3.0000,2.0000,1fv0
8.4000,164.3577,2788.2578,6.1650,87.8375,8.5444,23.0000,6.0000,1fzk
7.6200,133.5954,1170.8981,7.9030,0.0000,13.5546,6.0000,2.0000,1fzq
6.5200,64.2678,1251.4431,5.1317,66.0429,1.0000,15.0000,1.0000,1g74
8.0000,122.7259,1953.7749,6.4133,15.1543,11.9831,9.0000,14.0000,1gai
6.7000,67.8854,900.8732,5.2563,0.0000,10.2809,1.0000,5.0000,1gca
3.5100,75.2937,1165.1147,3.7103,3.3975,6.3695,6.0000,11.0000,1gz9
5.4400,56.1075,900.0778,4.6453,0.0000,9.0868,6.0000,3.0000,1h0a
4.6600,62.8084,615.7117,2.3081,3.4581,4.1186,1.0000,1.0000,1h4w
5.3000,75.1399,983.8304,3.7324,0.0102,8.0862,16.0000,6.0000,1h6h
8.7000,195.7583,2865.9055,6.3751,140.1179,4.2120,18.0000,2.0000,1hfs
5.8500,65.5621,1097.8376,2.4822,18.0010,3.2236,3.0000,2.0000,1k4g
9.0500,73.2144,1396.1824,2.3353,53.4652,3.1157,0.0000,3.0000,1kdk
5.8600,74.5225,1718.1791,2.2306,40.3619,3.1384,21.0000,2.0000,1kl3
3.4000,30.6745,467.0640,0.4304,49.9588,0.0000,0.0000,0.0000,1l83
6.1000,79.1484,981.6355,4.5623,35.9457,3.9320,1.0000,2.0000,1lgt
6.4600,87.3634,1276.2531,2.7471,52.8681,1.5383,0.0000,4.0000,1m2r
5.0400,65.5881,1189.9250,2.2152,20.7751,3.7432,7.0000,10.0000,1mfa
6.7000,112.6364,1658.5161,13.6240,27.5771,10.5891,10.0000,1.0000,1nms
5.9600,120.8761,1399.9818,8.9538,14.9485,6.5310,8.0000,2.0000,1o36
3.1900,47.9189,468.0951,25.8653,13.6587,2.0000,1.0000,0.0000,1o6i
5.4200,15.1240,369.6339,0.0422,14.5218,0.0618,1.0000,1.0000,1p28
8.5500,130.5904,1970.0039,4.7575,63.0553,4.9959,18.0000,9.0000,1ppl
5.8000,130.3937,1961.5090,4.8076,57.6697,5.4593,17.0000,5.0000,1ppm
6.8500,96.8116,1155.4701,1.9146,37.4330,0.0000,5.0000,2.0000,1q72
7.5700,136.4994,1967.0344,7.6892,3.6689,7.6261,14.0000,2.0000,1qhc
6.5200,46.2991,798.7193,1.4590,26.2534,1.0000,3.0000,3.0000,1qy1
2.2400,26.6785,395.9317,3.8102,0.0000,7.7130,1.0000,5.0000,1rdl
4.4300,124.8607,2155.3611,7.5252,65.4173,6.5005,29.0000,1.0000,1rst
6.4200,148.1827,1631.0028,496.1587,83.3825,6.2361,11.0000,0.0000,1thl
6.1500,63.2960,810.2559,6.7112,0.0000,11.5354,5.0000,3.0000,1u0g
3.0900,61.6773,567.8850,3.3025,0.0000,6.3786,1.0000,5.0000,1ugw
2.4700,46.3200,590.2482,1.2988,8.4041,1.3726,3.0000,1.0000,1utl
3.5500,78.6042,1057.0381,4.1142,5.3089,6.2191,10.0000,3.0000,1v2r
8.7700,107.0067,1241.2889,7.7686,29.6151,7.0754,2.0000,4.0000,1x38
5.1400,101.4150,1461.2397,3.5505,28.0806,5.0307,5.0000,5.0000,1y3x
6.1700,94.5313,1549.0652,2.5564,35.7063,2.9600,4.0000,3.0000,1yc1
3.9400,67.5627,1267.2008,3.2668,0.0000,6.5849,4.0000,8.0000,1z3t
5.6400,63.6708,970.9995,4.0223,32.8526,2.8594,6.0000,1.0000,1z9g
5.7400,64.8525,952.7947,3.8786,30.9120,3.2433,6.0000,1.0000,1zdp
3.7200,123.9113,1953.6443,7.1166,8.7448,10.3441,9.0000,5.0000,2am4
2.9600,32.6494,444.4868,4.2878,0.8664,2.7287,0.0000,1.0000,2br6
7.7600,84.8291,948.0003,2.7329,18.1484,1.9704,0.0000,3.0000,2ccc
8.3000,151.2049,2592.5261,4.5809,111.7436,5.1369,14.0000,6.0000,2cen
3.5500,81.5852,1261.5757,4.7200,46.3743,4.6231,7.0000,0.0000,2clf
4.0600,96.9631,1452.3519,6.0972,68.0470,5.7491,6.0000,0.0000,2clh
4.3000,94.3186,1522.4205,5.2223,45.9566,5.2956,8.0000,0.0000,2cli
9.3500,95.9351,1396.7477,1.9850,32.8461,2.0078,5.0000,2.0000,2e27
4.6200,97.5083,1221.6235,3.7054,47.3999,5.3161,5.0000,4.0000,2f6t
7.1500,113.8725,1276.4419,5.1420,0.0000,8.0268,2.0000,4.0000,2fqx
6.9200,53.3706,1201.1865,0.6345,70.1351,0.4819,7.0000,0.0000,2g78
3.9900,57.0397,823.6838,3.0426,9.2908,2.2155,4.0000,2.0000,2g8r
8.0000,98.7280,1470.0554,4.7287,48.1709,5.3088,12.0000,4.0000,2hah
3.5600,70.4866,938.9191,2.9704,10.4850,5.7347,6.0000,1.0000,2hrm
3.7500,67.8969,1704.9650,1.8644,47.1363,1.7473,7.0000,18.0000,2iyf
5.4000,48.3391,587.8523,4.6499,0.9410,9.7314,1.0000,5.0000,2jdm
4.3700,54.9219,644.1334,5.9556,0.0000,10.6658,2.0000,5.0000,2jdy
8.7000,120.5999,1469.6382,3.3499,15.8553,1.2460,6.0000,2.0000,2jh0
4.2300,59.6366,776.6599,4.1933,0.0000,6.7909,1.0000,4.0000,2jke
7.4400,65.0283,942.2652,5.1592,6.5622,5.9213,5.0000,4.0000,2oxn
8.1000,100.2149,1524.1456,1.9923,28.8208,1.7920,4.0000,0.0000,2pvj
6.0800,118.8324,923.2394,7.0752,0.0000,11.7572,8.0000,2.0000,2pze
3.6000,42.7444,997.9108,1.2241,0.0000,1.2280,5.0000,11.0000,2qpu
5.4900,203.3150,2743.5486,6.8401,24.1215,8.3802,11.0000,4.0000,2qtr
3.9000,24.9953,485.7361,1.9439,0.0000,2.6948,2.0000,5.0000,2qw1
4.6000,15.7235,211.0489,1.0199,0.3474,1.0000,3.0000,3.0000,2r1w
6.8200,47.2472,958.8684,4.4552,26.2126,4.3524,5.0000,0.0000,2rfh
5.2200,64.8509,1323.6956,2.0946,0.0000,1.3958,4.0000,8.0000,2rfy
13.0000,91.5144,1213.2175,4.5327,35.0006,6.8781,5.0000,1.0000,2uyw
8.5100,136.3155,1630.2002,2.7887,38.0437,0.6645,8.0000,2.0000,2vh0
4.9400,118.8926,1665.2415,4.8340,33.7807,6.6873,27.0000,9.0000,2vpe
3.3000,51.8886,767.6124,2.8962,19.9798,5.5666,4.0000,0.0000,2vw2
3.4200,34.3660,468.9073,2.1459,9.3305,4.3953,4.0000,2.0000,2w08
4.0300,100.7592,1386.0522,3.7997,30.1793,5.4088,19.0000,2.0000,2w0z
6.0700,84.6615,1021.2988,4.5283,0.0000,4.2548,8.0000,2.0000,2w5g
8.7700,151.2436,2638.2966,5.0234,115.6298,5.0529,15.0000,6.0000,2wkz
3.9000,67.9568,833.6550,0.6346,21.8379,0.9416,3.0000,0.0000,2wor
3.9000,79.3073,1053.3960,0.9627,24.8939,0.0000,3.0000,0.0000,2wos
6.6900,80.3531,1233.3232,1.6093,32.5817,2.2535,5.0000,1.0000,2xn5
8.7000,140.1110,1671.9667,3.5314,71.0389,0.3137,5.0000,0.0000,2y81
6.6400,62.3655,1053.9698,4.3444,34.1251,6.2376,4.0000,6.0000,2za0
10.0000,118.6035,1664.2632,4.1086,67.8358,5.6210,8.0000,3.0000,2zo3
5.9200,151.3478,2873.4585,7.8782,0.0000,10.5551,7.0000,21.0000,2zyn
6.6200,117.5424,1416.1881,41.5684,3.5747,10.1900,9.0000,4.0000,3aav
4.3800,44.5141,727.8873,1.0337,8.0054,1.0000,2.0000,3.0000,3b24
5.4000,67.0596,975.4008,2.3404,65.6318,3.4203,3.0000,0.0000,3b4p
5.2800,96.2892,1314.4691,3.7153,0.0000,6.8285,6.0000,3.0000,3bbf
5.5400,90.2883,1187.7792,9.2609,0.0000,13.7287,6.0000,3.0000,3bxf
7.2900,101.9113,1751.8796,4.9790,24.6991,8.0023,13.0000,5.0000,3ccz
7.2200,84.5297,1503.5300,5.3239,26.5525,2.0000,21.0000,1.0000,3cyu
8.1500,54.1325,930.3109,2.8151,20.5067,2.9357,4.0000,1.0000,3d8w
8.0600,53.4520,934.2700,3.3370,21.0670,3.2669,4.0000,1.0000,3dbu
8.3100,52.0395,711.1700,2.7553,3.2162,3.0253,2.0000,2.0000,3dc3
7.4400,74.1804,773.2139,8.3661,0.0000,11.2637,1.0000,5.0000,3dx0
7.9200,158.2708,2188.8643,17.7188,59.1799,9.4635,19.0000,2.0000,3e0p
5.9900,86.4217,1173.2260,6.3814,0.0000,12.2582,9.0000,4.0000,3e12
7.6800,134.1665,1796.2979,4.7021,33.1791,6.2744,9.0000,3.0000,3eig
8.1000,75.1181,1250.8149,5.3393,11.5928,5.7097,8.0000,4.0000,3f15
3.3400,45.6553,896.3551,1.9163,47.4375,0.0000,2.0000,5.0000,3f33
2.8900,33.0875,710.7480,0.5053,46.1348,0.0000,1.0000,3.0000,3f36
3.7100,64.0103,672.2325,5.3240,3.1643,6.6365,3.0000,1.0000,3fj7
4.0500,72.2016,634.5469,8.3517,0.0000,10.7283,4.0000,0.0000,3fjz
2.6200,69.6526,635.7812,10.4673,0.0000,11.2815,4.0000,0.0000,3fk1
4.7100,63.4669,783.1395,17.2935,3.4061,8.0473,2.0000,1.0000,3fnm
7.0000,99.2550,1385.6349,2.1223,69.3594,0.5761,3.0000,6.0000,3g15
2.8900,17.6615,479.3337,0.4393,20.3345,0.0000,2.0000,1.0000,3g31
4.7400,103.3975,1509.2369,20.0620,4.1864,12.0910,4.0000,2.0000,3g3d
5.0000,66.2590,755.1028,7.3436,0.0000,8.9749,1.0000,4.0000,3gbe
3.9600,95.2516,1225.4022,2.0873,43.4444,3.1820,7.0000,2.0000,3gt9
4.2800,107.4169,1207.2245,3.2212,50.3234,3.9299,7.0000,2.0000,3gta
5.6300,115.6784,1299.0702,4.4633,33.4716,5.5803,10.0000,3.0000,3gy3
4.2400,51.5661,718.9742,0.6537,34.7399,1.7803,1.0000,1.0000,3h78
6.1700,71.3986,1212.4783,2.6139,18.9663,2.0000,7.0000,1.0000,3hk1
5.3400,48.0270,855.4705,4.0730,0.0000,3.0479,2.0000,5.0000,3hkq
10.8500,113.8199,2004.9948,5.4376,44.3199,5.5420,13.0000,4.0000,3i7e
8.3100,13.1573,339.7943,0.8440,20.4091,0.0000,1.0000,0.0000,3i8w
4.2700,81.6794,508.1181,4.8526,49.5968,0.2710,3.0000,4.0000,3ijg
4.4100,71.6180,1244.0347,2.5861,13.1082,5.3305,16.0000,3.0000,3iqi
1.6000,52.4572,736.2845,4.3547,6.1525,4.8450,5.0000,1.0000,3itc
7.6400,117.0873,1590.9546,5.1238,20.1336,1.0000,8.0000,5.0000,3k5k
2.3000,68.8273,883.7651,6.5300,7.6750,7.7430,5.0000,1.0000,3kgq
4.8200,68.1925,954.2477,2.9819,26.7443,3.9651,7.0000,2.0000,3kmx
6.1500,143.1460,2552.0830,5.8097,64.0079,7.3551,58.0000,5.0000,3ktr
6.0700,127.2712,1720.6127,4.4484,34.7304,2.3680,6.0000,1.0000,3le8
6.8000,124.2153,1929.3839,5.6224,0.0000,10.6346,7.0000,11.0000,3mbp
7.9600,67.5368,1024.6980,3.6605,32.9284,4.3800,3.0000,1.0000,3mhc
7.0400,101.9966,1124.6613,7.8672,11.2065,7.4339,7.0000,1.0000,3mtw
6.0000,79.6044,1425.2021,2.1570,73.4558,0.0000,7.0000,3.0000,3nex
6.0900,132.0084,1923.8304,5.1814,21.4965,6.8014,9.0000,3.0000,3p8z
6.7000,57.8751,817.4848,2.0563,22.2075,1.6527,7.0000,1.0000,3pgu
6.8900,97.0318,1520.1971,3.0292,22.3440,5.0988,14.0000,1.0000,3psl
6.8700,44.7283,671.6697,4.2106,5.1115,6.5095,4.0000,3.0000,3qin
5.2200,137.1188,1669.2543,4.4870,24.7310,7.2506,9.0000,3.0000,3qxt
6.4100,63.1184,962.0320,2.2603,21.8727,1.7060,4.0000,1.0000,3r17
5.9200,53.5168,893.0880,1.0112,23.4554,1.1095,2.0000,2.0000,3r4m
7.9600,104.3225,1677.7760,3.0264,45.2277,2.7186,7.0000,2.0000,3r4p
7.0800,58.2356,990.1875,1.1654,31.9711,1.0000,2.0000,3.0000,3rlp
7.5200,81.0245,1323.3993,2.3153,41.1242,1.6590,2.0000,3.0000,3rlr
8.1900,104.1237,1602.4678,2.3121,45.8705,1.7465,7.0000,2.0000,3roc
9.2800,218.7371,2410.7839,9.6658,22.2577,13.9401,10.0000,2.0000,3rux
8.1700,61.5806,971.5307,2.7487,36.9769,1.8170,7.0000,2.0000,3rz8
4.4700,74.3202,1126.1748,4.6500,5.9312,10.0364,7.0000,4.0000,3skk
4.5000,86.0732,991.5996,5.9369,19.0882,5.2774,4.0000,1.0000,3sw8
5.5200,176.3473,2305.4734,8.6195,27.5396,9.5768,52.0000,4.0000,3tws
5.6400,136.4213,2259.2239,8.3730,0.0000,11.5898,10.0000,14.0000,4mbp
10.1700,131.3903,1876.8173,7.5116,54.3477,8.1816,14.0000,3.0000,4tmn
6.0000,43.5882,1074.9480,0.5132,77.1363,0.0000,0.0000,1.0000,1gt1
3.4000,67.4671,744.9394,4.4923,6.7616,7.1244,1.0000,3.0000,1uz4
9.1900,89.3276,1299.3038,3.3599,39.6533,1.9008,8.0000,2.0000,2f14
6.6800,105.8744,1234.2769,4.9637,0.0000,7.2543,2.0000,3.0000,2fqw
5.0900,84.1390,1293.9465,3.4371,37.1937,4.2608,29.0000,1.0000,3hbo
7.2800,78.2859,677.4166,4.1186,0.0000,4.8160,0.0000,1.0000,3o7u
7.7000,50.0730,539.8998,6.2755,0.0000,8.7198,2.0000,1.0000,3p7i
5.6400,90.8141,1290.3394,6.5377,29.1615,10.7073,12.0000,1.0000,3s8l
6.2100,91.3379,1316.5050,5.3222,32.1026,10.1470,12.0000,1.0000,3s8n
6.4300,105.0344,1134.8861,9.5881,0.0000,11.8430,2.0000,6.0000,1fh9
7.4600,52.3919,956.5571,12.1442,24.2881,6.6061,5.0000,2.0000,1my8
4.1700,59.5723,588.9471,2.0298,4.9051,4.0625,1.0000,1.0000,1v2s
5.1000,67.1516,926.7384,5.6605,0.0000,10.2139,2.0000,3.0000,2h5a
8.0000,175.5158,1819.7480,3.3207,64.9157,2.4724,6.0000,1.0000,2xbw
3.4300,92.3206,1469.4502,2.6604,2.2737,4.3125,8.0000,6.0000,2xog
3.3400,85.2557,1395.2953,2.3543,1.9247,3.5724,8.0000,5.0000,2xoi
3.4000,38.0630,805.5151,1.5913,4.6539,1.9885,3.0000,2.0000,3d8y
6.8300,69.1237,943.4829,5.5488,6.2287,5.0954,6.0000,1.0000,3e6v
7.8200,87.8787,1390.1116,2.5466,31.5321,2.6200,5.0000,2.0000,3mj1
4.9600,104.3080,1382.0564,8.3483,33.4486,5.7430,3.0000,2.0000,1gj5
6.3500,97.8476,1272.0601,5.0265,11.8017,5.2852,3.0000,2.0000,1gjc
3.9000,49.2179,922.3589,3.1424,27.7674,4.7857,4.0000,1.0000,2gvv
8.2200,161.6973,1610.6412,3.4851,57.6437,2.3017,6.0000,0.0000,2vvv
8.4000,109.7899,1524.3577,3.8135,50.5877,6.0422,7.0000,2.0000,2zda
7.3300,124.8477,1595.3042,16.1103,80.0173,2.7434,7.0000,1.0000,3dhk
5.8200,107.7885,1653.2712,4.2336,14.6525,4.5505,6.0000,2.0000,3iue
5.7400,124.9426,1858.8129,7.3843,36.8186,3.8283,6.0000,1.0000,3ivx
5.1500,87.1927,1315.3055,7.9432,10.9403,9.7019,5.0000,4.0000,3ozr
3.0500,74.9990,852.9821,7.5487,0.0000,10.8934,6.0000,3.0000,1uj6
6.8900,73.5943,1143.4456,3.6782,7.2411,7.4055,6.0000,2.0000,2f34
10.1000,92.9738,1975.1016,3.1323,100.4099,5.1618,5.0000,7.0000,2o4j
3.0000,64.0913,516.8699,4.2399,0.0000,7.4677,2.0000,2.0000,2v3u
6.5400,104.1405,1551.8553,1.5775,86.0548,0.9474,6.0000,1.0000,3d0b
6.0000,104.6036,1079.4626,8.3366,10.9854,10.4257,5.0000,4.0000,3ddg
6.3000,77.3330,1437.9934,0.8242,55.8811,0.0000,6.0000,0.0000,3k5v
8.5900,177.2988,1601.6927,10.2287,27.1687,14.4977,7.0000,3.0000,1akw
7.1000,138.4967,1747.3563,7.2723,20.8687,11.1834,16.0000,4.0000,1b32
5.2300,131.6663,1755.3156,7.1473,21.4281,11.6181,15.0000,3.0000,1b4z
8.3000,104.9325,2069.2747,4.3323,47.3469,6.2983,7.0000,4.0000,1b6l
6.8500,47.9917,724.8647,3.8780,0.0000,7.8840,0.0000,4.0000,1bap
8.2500,80.1623,1209.2845,3.0341,8.8587,4.7039,3.0000,1.0000,1c1u
6.6800,78.5934,799.3052,3.6009,7.0349,4.2791,1.0000,1.0000,1c5x
8.7700,106.7341,2184.3713,5.2183,62.4016,6.0338,9.0000,6.0000,1d4l
8.0000,105.8988,1139.0569,7.7681,2.5230,13.4199,4.0000,2.0000,1dqn
3.7000,92.1769,1120.1698,13.7456,10.6803,6.3157,9.0000,0.0000,1e37
6.6600,157.3566,1669.8751,13.8990,43.1915,2.0000,13.0000,3.0000,1elc
6.4800,97.6075,1755.1864,3.2856,56.1800,3.5606,12.0000,0.0000,1f4g
5.6400,33.9362,370.0777,3.3448,0.0000,3.9067,2.0000,2.0000,1f57
6.8200,53.8870,946.2745,13.4340,18.0550,7.2682,4.0000,2.0000,1fsy
10.5500,107.2071,1365.7058,4.8041,1.7025,6.4406,2.0000,3.0000,1g2o
4.2000,78.5165,1048.3210,6.2330,20.4940,5.7855,2.0000,2.0000,1ghw
5.0500,79.8101,1001.1874,4.9999,9.1000,4.7957,2.0000,2.0000,1gi8
5.2200,106.5158,1184.8143,5.3040,10.9151,6.1021,3.0000,3.0000,1gjd
5.3400,64.7012,1051.3114,4.4156,22.7304,8.0925,4.0000,1.0000,1hee
3.4000,76.5084,1437.6611,2.0539,54.4975,0.9721,13.0000,6.0000,1ikt
5.5700,97.9343,966.4815,6.0218,22.2409,8.0019,2.0000,4.0000,1jak
7.9500,239.0658,3184.9360,10.7413,95.3410,12.7986,33.0000,5.0000,1leg
8.4000,115.2244,2257.0063,4.7568,77.7226,5.2879,11.0000,6.0000,1mtr
4.0000,38.1292,643.8726,1.5012,39.0786,0.8223,5.0000,2.0000,1nu3
5.8500,64.8100,926.6327,13.2536,16.3226,6.6227,5.0000,2.0000,1ny0
7.1300,91.1313,1199.4620,6.0012,8.3487,6.5155,3.0000,2.0000,1o3b
5.7400,109.7578,1374.1354,5.7885,20.8325,6.2206,3.0000,2.0000,1o5e
4.9600,104.5318,1509.4883,6.2768,37.6267,4.9875,4.0000,3.0000,1o5g
4.4000,83.1048,1016.2027,5.2945,11.7992,5.2879,2.0000,2.0000,1p57
4.9600,68.3845,538.5586,235.9080,6.7723,2.9409,4.0000,1.0000,1pg2
5.7700,118.1158,1269.5886,7.2149,40.0815,4.9194,4.0000,2.0000,1q66
5.7400,37.5513,743.6102,0.8505,19.9637,1.0000,2.0000,3.0000,1qy2
6.7000,50.6662,1180.6958,1.7936,4.3756,2.3629,3.0000,4.0000,1qy5
8.8000,122.0900,1159.4969,6.6236,0.0000,12.0391,6.0000,2.0000,1ryf
7.5600,128.1005,1314.1326,6.3964,0.0000,11.9903,8.0000,3.0000,1ryh
4.6000,66.4423,801.3441,4.0771,2.7386,5.1231,2.0000,2.0000,1tx7
2.1500,46.2543,767.4036,2.5299,14.0891,3.1184,8.0000,8.0000,1uxb
4.0100,78.4397,998.1827,3.8373,5.3737,6.2140,10.0000,3.0000,1v2w
6.7300,108.6737,1140.7428,7.4693,31.8095,10.3106,3.0000,1.0000,1wvj
5.6400,89.5076,1134.1897,5.7149,7.2269,4.3810,2.0000,2.0000,1y3y
4.9200,67.1448,588.8837,8.5845,0.0000,11.2834,2.0000,0.0000,2haw
7.4300,76.7175,697.0600,8.1144,0.0000,10.6570,3.0000,1.0000,2isw
6.2200,73.5299,933.6119,5.0320,39.6885,5.9855,1.0000,1.0000,2o7e
7.9600,155.4795,2966.3669,10.5145,87.3849,10.9977,25.0000,8.0000,2p3a
3.4800,50.9851,700.2128,2.1115,9.7089,4.5341,6.0000,6.0000,2p3i
7.2000,60.2575,1123.6235,3.2655,15.1882,2.8383,3.0000,3.0000,2pow
7.2400,102.5041,1800.2612,4.3840,50.2247,5.1863,13.0000,2.0000,2psv
4.2600,88.7551,976.3172,3.4492,0.0000,4.7387,4.0000,3.0000,2qrk
8.7000,126.6221,1463.2328,4.2809,18.1020,1.9584,6.0000,2.0000,2uwo
6.8100,110.4453,1396.8663,2.6243,19.0759,0.2887,7.0000,1.0000,2uwp
8.4800,147.2321,2544.8401,5.1058,105.4699,4.3935,15.0000,6.0000,2uxz
4.6800,72.2742,641.9524,2.7885,8.7253,3.2992,2.0000,2.0000,2uy4
4.9400,47.1726,522.7808,1.0771,13.1691,0.2682,2.0000,1.0000,2vo4
8.5200,75.8314,1031.8030,2.3944,36.8842,1.9718,3.0000,2.0000,2wn9
2.8800,78.3228,838.9799,15.3319,40.9232,3.9652,5.0000,0.0000,2woq
5.5100,103.1824,1743.9805,9.3977,5.9158,16.3969,11.0000,6.0000,2wqp
5.7500,63.7844,1040.1835,5.7239,24.5569,8.0247,6.0000,4.0000,2ya8
6.1000,110.6361,1588.6243,17.0797,14.1306,4.3942,18.0000,0.0000,2zu3
4.5100,64.2178,926.0939,10.2804,5.8355,6.3820,4.0000,2.0000,3aas
6.5300,91.6089,1591.5286,2.3586,38.7294,2.7821,4.0000,2.0000,3ama
9.0800,86.7060,1553.1534,1.4180,69.7318,1.0000,3.0000,3.0000,3aox
8.3400,122.1114,1712.1517,6.8237,0.0000,9.1085,6.0000,2.0000,3ay9
6.0700,68.7251,1016.7219,1.9842,49.3058,1.8221,2.0000,3.0000,3b25
4.1900,47.8512,609.9265,5.5061,12.4961,4.9912,3.0000,3.0000,3b3w
