pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,nacttors,ninacttors,PDB
7.7000,106.5742,1678.8744,8.0471,25.1049,8.4134,9.0000,3.0000,3b7r
7.1400,72.9622,918.7428,3.2125,13.2360,1.9472,1.0000,1.0000,3ffp
6.2200,93.5719,1148.7920,2.7764,1.5342,3.8106,3.0000,3.0000,3h0w
7.8400,89.8506,1354.2083,7.9239,11.9505,6.7166,10.0000,6.0000,3n2u
5.2400,89.7490,1003.7949,6.5675,0.0000,8.5680,2.0000,5.0000,1fh7
3.5200,34.7680,885.5297,0.2219,42.4255,0.4791,22.0000,12.0000,1imx
6.6600,155.1020,1988.4620,13.3005,0.6437,15.3119,8.0000,2.0000,1wur
5.7400,148.1375,2160.7930,4.3103,68.6879,6.1756,15.0000,1.0000,2viy
4.6000,89.1862,1472.8649,4.7567,16.2286,4.2304,5.0000,7.0000,2wlz
5.3500,35.9172,626.2902,3.5207,38.7119,3.6470,5.0000,1.0000,3bc4
6.5700,100.9761,1369.3506,6.7588,37.3919,10.7511,12.0000,1.0000,3ove
8.4000,160.2050,2302.0010,6.2082,86.4253,4.6026,7.0000,0.0000,3qrj
9.1500,88.2687,1266.9454,2.3498,38.3694,1.6245,2.0000,0.0000,3sn7
4.5700,94.7317,1197.8888,16.6240,1.8734,9.7377,4.0000,6.0000,5a3h
4.3000,49.9910,590.9913,7.2442,0.0000,4.9859,3.0000,0.0000,1amk
5.8000,125.0061,1738.1530,4.6684,54.4391,2.9053,11.0000,1.0000,1c3i
5.4400,28.5913,1017.0219,1.1676,54.7900,0.0000,2.0000,0.0000,1dzp
6.1000,26.1116,808.9529,0.7875,33.9162,0.0000,5.0000,1.0000,1e00
8.6400,49.9311,897.3287,3.8455,31.0509,1.6040,4.0000,1.0000,1g45
7.4800,160.6306,2569.8481,9.1941,86.0315,9.5337,21.0000,4.0000,1iiq
9.0000,59.7142,1053.4193,13.4122,22.0271,7.8252,6.0000,2.0000,1mxo
3.8400,46.7699,528.7094,1.4687,4.1681,2.6870,1.0000,1.0000,1utj
9.1700,101.5491,1522.7262,1.4287,56.5667,1.1228,7.0000,0.0000,1xoq
8.5200,137.5366,1676.4302,3.8077,33.6120,3.2691,9.0000,0.0000,2bxt
4.7100,85.6223,1337.7328,2.8576,17.9634,6.5027,2.0000,4.0000,2qrh
5.1200,115.9839,1405.9503,3.3105,79.0630,1.0000,0.0000,0.0000,2yjx
7.8200,113.1175,1487.9005,4.8621,7.7728,3.5100,9.0000,3.0000,3dz6
5.8500,63.9798,808.0054,5.2279,37.7629,5.9055,2.0000,1.0000,3e5u
7.6000,117.1602,1814.0144,5.6490,12.7535,4.7219,10.0000,1.0000,3ig6
4.7600,104.3773,1168.0483,7.4607,46.4082,4.8222,3.0000,0.0000,3o5n
5.0000,115.7755,1567.8578,7.8850,37.4872,7.1519,21.0000,4.0000,1f8a
8.8000,54.3361,930.6564,3.8057,32.2976,1.5548,4.0000,1.0000,1g46
8.7000,48.5885,954.0251,3.7848,23.8888,1.3449,4.0000,1.0000,1g4j
8.4800,57.2263,990.5963,9.9289,27.6957,2.8474,4.0000,1.0000,1i9m
7.4600,93.2503,1097.6593,3.5229,7.2331,4.9951,3.0000,1.0000,1sqo
4.8200,88.1917,1076.9673,4.6629,10.3572,8.6409,6.0000,1.0000,2hr6
9.5400,54.9541,1325.0797,2.7790,67.3779,3.1728,1.0000,2.0000,2pog
5.0800,101.3874,1172.4774,3.9642,2.2496,5.0024,3.0000,4.0000,2qtg
8.7200,119.8279,1577.8419,16.4765,74.5674,5.0997,9.0000,1.0000,2wj1
8.7000,132.4530,1675.2627,2.9866,66.1610,0.1060,5.0000,2.0000,2y7z
9.4400,117.5120,1748.5146,3.5202,50.7635,2.2582,11.0000,5.0000,3c1k
6.4000,97.7538,1407.7362,3.2159,3.8411,4.7486,5.0000,3.0000,3dz4
4.4000,103.2083,1202.5111,4.7992,14.3432,6.5804,8.0000,0.0000,3fcf
11.2200,112.7572,2232.3997,4.9458,50.9075,4.4280,14.0000,4.0000,3gi6
1.6400,34.5079,619.3250,0.4808,0.0000,0.8335,3.0000,1.0000,1a7t
4.5400,70.8271,1303.7507,3.4287,0.0000,2.4582,6.0000,3.0000,1amw
7.9200,130.3995,2484.0549,4.6578,48.0813,8.1796,13.0000,5.0000,1b6j
8.7400,114.2709,2417.7698,4.5922,66.9409,6.4453,12.0000,6.0000,1b6k
8.4000,112.1789,2242.3396,4.1783,78.1178,5.6384,11.0000,6.0000,1b6m
4.0100,60.2250,620.1005,2.9335,5.2894,4.5818,1.0000,1.0000,1c5z
4.5500,196.7618,1777.0356,9.8873,26.6030,14.0160,7.0000,3.0000,1czo
4.5900,187.6049,1809.9303,10.2005,27.6579,13.4093,7.0000,3.0000,1d04
9.2200,120.7671,2460.1770,6.1418,82.2347,6.5398,11.0000,4.0000,1d4k
3.3000,28.4234,323.8843,0.7733,20.3397,0.7926,2.0000,2.0000,1d7j
5.8900,59.4883,1140.3115,4.2321,11.5249,4.1764,4.0000,1.0000,1e1x
4.0000,100.5001,1577.3682,5.3260,0.0000,9.6406,11.0000,14.0000,1e5j
6.3300,192.7919,2376.8337,12.7581,0.0000,19.7997,13.0000,3.0000,1ex8
6.7000,65.3974,843.7582,3.0024,19.1264,5.1138,0.0000,2.0000,1f3e
10.0000,125.1950,1403.1854,2.8991,77.4154,3.6708,2.0000,1.0000,1flr
4.3500,70.1836,1056.2095,4.1103,12.7101,5.2599,2.0000,1.0000,1ghv
8.1000,100.9735,1112.6492,7.5580,16.8576,7.2614,2.0000,2.0000,1ghy
6.9600,119.6532,1746.4886,4.0859,45.1896,4.7323,36.0000,4.0000,1gux
5.5200,102.4658,1711.4550,6.3081,37.2215,2.4238,10.0000,1.0000,1h07
7.4000,141.6017,1968.4899,6.8229,17.2921,8.7484,9.0000,7.0000,1hkk
4.0000,37.1158,621.8224,1.2690,40.3615,1.0000,0.0000,1.0000,1lgw
4.2500,35.0068,609.1805,0.9027,35.6668,0.9868,0.0000,1.0000,1li3
8.0100,110.8112,1241.5962,5.8757,10.8442,9.1244,3.0000,1.0000,1m5b
5.4600,99.7617,1122.7933,7.1561,29.4387,9.1102,4.0000,1.0000,1nnk
5.7000,110.0991,1572.9958,8.1919,44.0161,6.7638,10.0000,0.0000,1o4b
3.5200,68.5468,709.2939,16.3184,7.7927,3.7932,3.0000,1.0000,1o4d
5.7700,74.4350,794.6492,3.0380,7.3312,2.9682,1.0000,1.0000,1o5b
5.8200,155.0797,1689.0884,8.7344,27.8483,9.2647,8.0000,3.0000,1ols
5.8500,84.1196,1204.8757,4.7710,8.7839,6.1640,3.0000,1.0000,1q63
7.3700,106.1439,1757.2357,12.4682,32.3856,5.9972,14.0000,0.0000,1rwx
6.0000,38.6654,475.4133,3.4379,0.0000,3.9751,2.0000,2.0000,1ssq
7.4200,134.3401,1919.9528,4.3096,68.9781,2.8310,7.0000,1.0000,1t32
2.4700,42.8631,495.1980,3.0328,6.4754,5.8633,2.0000,0.0000,1tok
4.7200,78.3798,913.3303,5.4969,20.9340,7.8132,7.0000,4.0000,1vso
5.8200,112.9636,1885.0726,6.5816,66.1579,3.1058,9.0000,0.0000,1vwn
8.0500,47.2724,1139.6165,2.0353,54.3354,2.5949,15.0000,1.0000,1vyf
2.2000,71.8486,951.1949,4.4557,21.5965,1.6917,4.0000,0.0000,1w1v
2.6200,89.3941,1124.4071,4.5171,29.3430,2.8204,2.0000,1.0000,1w1y
6.0900,145.1117,1869.7412,4.8516,38.8889,4.9475,10.0000,2.0000,1w9u
6.1800,88.9431,971.6276,6.4668,25.3469,9.6999,4.0000,2.0000,1xhy
5.1800,123.3004,1665.7897,3.1948,39.4952,3.2990,6.0000,0.0000,1xur
7.4600,128.9030,1547.2401,4.3313,60.9189,4.2494,13.0000,0.0000,1yej
8.4000,99.5591,2094.6855,4.7501,64.3023,5.0441,9.0000,5.0000,1z1h
9.2200,119.9973,2151.4983,4.6827,53.4884,6.6109,10.0000,3.0000,1z1r
3.4000,33.9910,425.0982,1.0546,63.0298,0.0000,0.0000,0.0000,220l
7.7000,88.9881,1636.4781,3.2304,47.5916,3.1270,4.0000,2.0000,2b54
7.0200,94.5662,1800.3733,2.8491,61.3768,1.1868,5.0000,1.0000,2b55
7.0200,64.7051,1058.6495,2.3005,38.3108,1.7199,4.0000,0.0000,2btr
5.6800,87.2910,886.2318,6.6146,11.0889,9.1479,0.0000,4.0000,2cbu
6.6000,145.3439,2397.5645,4.3948,175.3200,6.1207,40.0000,7.0000,2euk
6.1000,57.2276,986.5640,3.8955,11.5401,1.0000,5.0000,2.0000,2ewb
8.5200,101.4426,1596.7242,3.4945,30.1233,3.0526,5.0000,2.0000,2fvd
2.9200,76.1862,897.1276,6.2081,1.8753,8.6484,5.0000,1.0000,2fw6
2.9200,76.0288,899.3575,6.6766,2.0677,9.0814,5.0000,1.0000,2fwp
4.3900,64.2002,695.4069,2.4451,27.6216,1.7755,2.0000,2.0000,2hjb
4.7000,125.2866,1745.1025,6.1658,0.0000,8.8342,7.0000,6.0000,2i2c
6.6500,76.0898,760.7125,5.8352,3.8374,10.6749,1.0000,4.0000,2j75
6.5200,60.2209,901.9166,2.7899,22.4802,2.4800,6.0000,2.0000,2nn7
5.8900,89.6732,1054.5548,6.0010,67.3015,1.9506,4.0000,1.0000,2ooh
5.7700,88.6699,1409.9691,1.7468,34.4972,0.0000,5.0000,0.0000,2pg2
7.5700,113.9352,2165.0859,3.5931,68.3731,4.4071,10.0000,6.0000,2pyn
9.0100,126.4622,2367.9185,6.3054,61.6618,6.8223,15.0000,5.0000,2q54
3.6000,66.9596,1111.0571,2.0440,62.8883,0.8371,4.0000,0.0000,2q6h
7.0000,76.6832,1000.5471,2.0360,62.6138,1.4002,0.0000,1.0000,2qc6
5.0000,104.9230,1431.7603,17.1156,4.0384,12.8759,4.0000,2.0000,2qcn
5.7200,92.9487,1437.8623,2.5249,11.9373,2.5710,6.0000,2.0000,2qg0
7.4800,116.4378,2113.8555,4.6506,60.5440,5.4689,12.0000,3.0000,2qhy
7.2800,117.9086,2178.6431,3.6119,73.6300,3.2340,12.0000,2.0000,2qhz
10.8500,121.9913,2122.8359,5.3050,65.3080,5.6348,15.0000,5.0000,2qi5
10.5700,123.9292,2034.5432,4.6218,57.0914,4.7186,11.0000,4.0000,2qi6
10.2100,103.8105,1963.4176,5.5885,58.1313,4.1567,16.0000,5.0000,2qi7
5.8900,122.7830,1057.2061,5.5966,0.0000,10.7233,6.0000,3.0000,2qm7
5.1800,93.9174,1485.5938,2.9580,16.5041,6.4851,3.0000,5.0000,2qrg
5.7600,138.0090,1678.6895,7.7727,23.9418,8.8886,8.0000,2.0000,2qta
5.6800,98.3769,1748.3770,3.4532,24.2944,4.3605,6.0000,2.0000,2v0c
4.9600,79.7922,802.1986,4.9017,6.0185,7.6850,1.0000,3.0000,2vjx
7.3300,87.6803,1390.4703,2.9729,29.9114,2.0912,4.0000,0.0000,2vu3
7.3000,92.9709,1165.5858,5.2551,12.6517,5.3615,3.0000,4.0000,2vvn
2.2000,71.2235,1022.5831,6.7513,0.0000,12.4302,3.0000,4.0000,2vvo
6.7200,166.1213,1646.8667,8.4347,16.0734,13.8981,30.0000,2.0000,2w3o
6.4800,74.1132,1142.9794,3.8586,41.5385,3.6515,1.0000,2.0000,2w6p
7.3600,124.5899,1879.0967,2.7397,47.6108,2.7694,8.0000,0.0000,2wot
4.0300,153.0779,2441.5884,9.0093,54.6783,6.1665,13.0000,0.0000,2x96
5.6600,107.5318,1806.4071,7.3677,31.8893,5.1318,13.0000,3.0000,2x97
7.8200,168.6786,1802.9476,3.8416,65.6175,2.3798,6.0000,1.0000,2xbx
6.2200,108.4809,1405.2271,5.4456,50.9434,9.1686,4.0000,3.0000,2xda
6.8300,86.0459,1571.6370,2.7749,34.0552,2.4361,4.0000,2.0000,2xnb
6.8000,109.9093,1816.1678,6.1726,37.2682,3.4442,8.0000,0.0000,2xnm
7.3000,65.0426,1267.8104,2.9483,25.7011,2.3455,0.0000,2.0000,2xx2
3.5300,99.7338,1567.7897,5.9409,13.2679,6.3447,12.0000,1.0000,2y67
5.4700,43.9037,728.5110,1.1938,40.0380,1.1891,1.0000,1.0000,2y7p
8.1300,75.3012,893.4703,2.7935,35.7853,1.0000,1.0000,1.0000,2yk1
4.0000,122.8717,1635.9412,7.1927,0.0000,7.8859,8.0000,2.0000,3a1c
4.1200,96.5486,1515.4648,5.0345,0.0000,5.6938,6.0000,2.0000,3a1d
5.8200,60.4439,1253.2842,4.1910,39.5825,1.7906,4.0000,1.0000,3bet
4.8000,61.8051,1054.4021,5.5486,3.4202,8.3076,10.0000,6.0000,3bpc
4.0300,79.9658,1074.9714,8.8659,0.0000,13.4329,4.0000,4.0000,3bxh
4.1900,65.9438,835.8380,11.4865,55.4573,0.0000,10.0000,3.0000,3cr5
7.1200,47.9358,1057.4374,4.7418,48.8246,1.2164,1.0000,1.0000,3d2t
7.9200,55.6298,1032.7249,4.2778,28.9459,1.7292,4.0000,6.0000,3eft
1.7800,17.7043,518.2681,0.0762,15.3533,0.0000,0.0000,1.0000,3f39
5.3900,67.0922,1425.9421,0.8440,50.5816,1.1870,6.0000,0.0000,3fc8
9.5200,126.2429,1935.0114,5.4201,50.8969,9.1409,22.0000,13.0000,3fv3
6.0700,62.6489,1020.9226,6.1490,17.3398,4.3672,6.0000,1.0000,3fvl
6.8000,71.6905,1182.5417,10.9105,17.3931,10.9357,7.0000,2.0000,3fx6
6.6700,57.9640,874.4756,3.8160,21.4918,4.5632,11.0000,7.0000,3g19
10.8000,117.0010,2292.2363,5.4404,52.7955,4.3897,13.0000,3.0000,3gi4
6.5100,134.1932,1775.4836,4.2936,54.3286,5.7831,9.0000,2.0000,3hf8
7.0500,50.5292,766.1190,6.2070,26.5645,3.1477,0.0000,2.0000,3i4y
7.4000,81.7204,1429.4061,5.6134,53.0745,4.8748,4.0000,1.0000,3inf
6.2400,71.6057,932.8844,5.7013,26.9463,4.0820,3.0000,0.0000,3iu8
5.9200,44.4843,1148.9362,2.3074,28.8752,1.2433,0.0000,3.0000,3kgu
6.1400,100.6404,1300.4476,5.1579,14.7990,5.7236,6.0000,2.0000,3kme
8.2200,91.8483,1363.7632,6.0289,23.6185,3.9861,4.0000,1.0000,3le9
4.9700,69.3985,915.4077,8.9509,40.3684,0.0000,0.0000,0.0000,3lle
8.6000,98.0438,1611.0547,2.0715,70.8944,0.9967,4.0000,0.0000,3m6f
4.8900,196.3402,2371.6655,9.3305,10.4235,13.6330,21.0000,2.0000,3m8u
10.0100,122.9153,2338.8103,4.7695,56.0313,4.5937,13.0000,3.0000,3mxe
5.2600,99.3491,1141.8781,12.2817,1.3044,15.4977,9.0000,1.0000,3n9s
3.4500,95.0903,1272.2679,6.4298,8.4165,9.6838,14.0000,3.0000,3nik
9.0500,103.3876,1927.5415,3.8375,51.4280,4.1164,12.0000,4.0000,3nu9
4.7200,104.0556,1173.1914,2.1089,16.8691,1.6945,22.0000,4.0000,3omg
6.0700,62.1923,1115.8987,0.6728,55.4279,0.5104,0.0000,4.0000,3owj
7.0000,67.1217,1265.1616,2.6806,27.9098,0.8755,4.0000,0.0000,3pix
5.2500,146.1241,2020.6653,4.0297,72.1012,3.6409,6.0000,0.0000,3pj3
10.1700,119.4787,1542.9360,9.9209,67.0209,5.4267,7.0000,3.0000,3ps1
6.8600,89.1756,1289.1068,2.5985,56.2504,1.1914,3.0000,0.0000,3pyy
6.8500,95.4076,1325.1816,6.0859,35.3055,10.5502,12.0000,1.0000,3s8o
5.0500,52.3519,855.6384,1.4144,58.5239,2.1325,12.0000,1.0000,3sxu
8.4100,52.3294,934.5818,3.9251,30.2905,1.5239,4.0000,1.0000,1g48
8.8200,59.0516,1050.1493,3.4313,31.6299,1.8591,4.0000,1.0000,1g54
8.6600,57.4518,918.8293,5.2586,32.8480,1.6611,4.0000,1.0000,1i9n
8.4200,63.3033,956.6755,5.4719,32.5441,2.5626,4.0000,1.0000,1i9o
8.3800,104.7365,1511.3114,5.1115,50.6678,6.9870,11.0000,0.0000,1k21
3.1800,90.6795,886.8848,5.5765,1.9411,7.6622,9.0000,2.0000,1lbk
2.5200,46.3156,619.9618,3.0843,0.0000,6.1307,5.0000,1.0000,1rq2
9.5200,168.2463,2288.8528,7.8978,52.5574,9.7863,19.0000,11.0000,2g94
5.3500,44.6631,663.0340,3.6053,9.8680,4.1196,2.0000,0.0000,2gkl
6.5200,80.7399,1428.9275,4.4035,23.6769,0.0000,5.0000,0.0000,2gz7
3.5400,270.2235,3745.9470,25.6887,33.1275,15.3978,13.0000,6.0000,2jbv
5.2400,119.4682,1467.9050,1.5139,65.5303,0.0000,5.0000,3.0000,2jfz
5.0000,88.7400,1243.2891,5.1565,20.9538,6.0629,5.0000,5.0000,2oym
4.4300,66.8117,1150.4744,3.9943,37.9702,5.1140,5.0000,1.0000,2pu2
6.2000,113.5106,1663.5242,3.4704,21.0857,6.7196,2.0000,4.0000,2qrp
6.1500,44.1009,360.6315,1.5340,10.7354,0.0000,0.0000,0.0000,2z9g
4.1500,98.5550,1351.8175,5.2976,4.0044,3.9061,6.0000,4.0000,3dz2
8.1500,98.3558,1487.3315,2.1987,78.8442,1.8430,8.0000,1.0000,3frz
7.2400,84.1880,1126.5411,4.2067,38.4804,5.4588,7.0000,1.0000,3ikg
2.4600,88.1164,1177.1284,3.8209,6.4062,6.2007,2.0000,3.0000,3l79
5.4700,106.3433,1636.5280,3.6717,0.0000,5.6776,5.0000,5.0000,3pd2
4.4400,116.2816,1713.1650,3.6108,4.1819,5.7126,5.0000,6.0000,3pd3
7.2100,48.8786,595.0902,2.0839,0.0000,2.0644,1.0000,1.0000,3s77
7.7000,81.0464,854.2394,7.3743,14.4948,9.0374,0.0000,3.0000,1hww
4.3100,66.3463,825.3778,5.3719,0.0000,4.5316,4.0000,3.0000,1rgk
9.2200,117.1461,1549.2328,5.5548,42.2481,3.4480,7.0000,3.0000,1zvx
5.4000,67.9859,1088.6907,3.4794,9.3847,7.3599,6.0000,1.0000,2f35
6.4300,83.0595,1159.6765,6.7732,2.6587,8.8055,8.0000,4.0000,2fqo
5.1100,122.5134,1870.4318,3.5569,37.3283,5.7644,27.0000,10.0000,2h6q
6.6200,91.0832,972.2972,8.2705,0.0000,8.8265,1.0000,4.0000,2j7b
8.7000,169.9751,2356.1367,4.9805,73.4240,5.9478,11.0000,1.0000,2vnn
6.3000,105.7884,1583.4802,2.3908,63.3835,1.3594,3.0000,1.0000,2w4i
6.9000,71.5938,1238.8904,2.8280,35.0467,4.3829,5.0000,1.0000,2w6n
5.1200,87.9082,856.5921,3.2468,9.9866,4.3994,0.0000,1.0000,3bki
5.0000,63.0091,1184.5205,1.7007,49.1859,1.1238,3.0000,0.0000,3cfn
4.1900,43.2174,862.7260,1.2613,35.3311,1.7413,1.0000,1.0000,3cft
4.2400,77.3541,976.9681,2.9983,44.9783,1.0036,3.0000,1.0000,3cj3
5.4900,102.0793,1283.9242,7.8993,0.0000,13.9351,5.0000,6.0000,3ga5
5.7400,67.5315,1040.0374,1.3126,41.6387,1.3812,6.0000,0.0000,3jyj
4.0800,94.2387,1505.4353,1.9110,32.4246,3.2329,24.0000,3.0000,3r42
5.5500,104.9853,1709.6776,2.5303,54.3437,1.0989,5.0000,0.0000,3sdg
8.1000,96.2486,1845.6481,5.8604,52.2475,0.6446,3.0000,0.0000,2b52
3.7500,112.1563,1584.9036,4.4784,7.4349,7.1253,5.0000,4.0000,2pyi
3.9800,110.9186,1483.2524,4.6711,24.0120,4.5185,10.0000,0.0000,2uup
8.7000,118.9121,1469.0253,2.6381,53.5183,0.2792,7.0000,3.0000,2wyg
7.0500,146.2895,2096.9802,10.3094,42.4694,5.4558,15.0000,2.0000,3aho
7.6400,67.7465,1534.5922,0.9357,42.3246,0.9207,3.0000,1.0000,3hl7
9.4000,129.9183,1943.6665,6.0801,27.6247,5.2776,9.0000,5.0000,3o64
7.1900,74.6266,758.2064,3.5394,2.4158,6.0392,3.0000,1.0000,1hsl
9.2800,75.7809,1405.6329,2.4627,52.6239,2.6073,0.0000,1.0000,2ao6
5.0600,152.6827,2296.7261,5.0615,39.9613,8.8277,39.0000,4.0000,2h6k
2.8500,32.3125,472.6668,3.3952,0.0000,6.7357,2.0000,5.0000,2ork
9.1500,162.5411,2295.0955,5.2518,70.2350,6.9974,11.0000,3.0000,2qmg
8.1900,179.7800,2040.5819,10.1487,85.3094,8.6356,12.0000,1.0000,2r59
3.4100,55.9622,586.0455,5.3753,0.0000,5.1820,3.0000,0.0000,2v2c
6.6300,62.0882,1237.3868,2.5840,33.0079,1.6677,5.0000,4.0000,2x7t
3.1400,85.6518,1293.4329,8.2520,12.0460,11.4298,6.0000,4.0000,2ya7
7.9000,110.2655,1488.3594,3.1849,50.1937,3.7132,5.0000,0.0000,2yiq
8.1400,85.3377,1331.0459,5.9301,31.7489,3.7509,3.0000,2.0000,3b4f
6.6000,76.9694,1244.9214,2.3282,38.7792,1.8721,5.0000,0.0000,3mpt
8.0500,127.8333,1771.1636,1.9703,70.1199,3.0794,6.0000,0.0000,3nnw
4.6700,31.5900,384.8061,2.0525,2.0995,3.2132,4.0000,8.0000,3oob
3.4200,117.1359,1123.7429,5.4012,0.4722,5.2837,3.0000,1.0000,3px9
5.0800,56.1743,912.9789,13.4502,7.7054,2.2268,8.0000,2.0000,3snd
8.8700,94.7794,1273.1884,7.1725,8.6907,11.2474,6.0000,3.0000,3tic
4.6200,81.0660,1063.7517,4.2874,46.2989,1.0226,7.0000,1.0000,13gs
5.4400,114.3222,1427.1067,5.1205,40.2888,6.6253,8.0000,1.0000,1a4q
3.1000,30.6382,445.5848,0.9897,5.0823,2.6739,3.0000,3.0000,1a5v
5.4200,54.4028,824.1591,4.9071,4.8234,8.1111,0.0000,4.0000,1abf
6.0000,52.2936,541.9473,2.1916,0.0000,3.2647,4.0000,1.0000,1ado
9.1000,180.9844,1637.1871,11.3266,23.7577,13.4102,7.0000,3.0000,1akq
6.1300,151.0220,1635.4725,11.9006,18.8583,13.5719,7.0000,3.0000,1aku
3.1300,50.3978,772.9088,3.0302,3.4267,5.1514,2.0000,5.0000,1ax0
6.7000,165.5893,2210.0383,9.3702,66.7659,11.7733,15.0000,3.0000,1b0h
7.3900,72.9521,1504.6218,4.5992,43.6937,5.6278,12.0000,1.0000,1b11
4.5400,131.9947,1767.8455,6.2234,24.3287,11.6643,16.0000,4.0000,1b2h
5.4600,125.3669,1676.4612,7.8125,19.9102,11.1766,15.0000,4.0000,1b4h
6.0100,121.1930,1603.1586,7.1796,15.4202,10.5451,14.0000,4.0000,1b5h
7.0500,127.8265,1736.1929,6.5751,20.8765,10.4382,15.0000,3.0000,1b5i
8.7000,37.7188,544.4706,2.1980,15.7993,2.0033,1.0000,1.0000,1bcd
8.7400,116.0820,1743.9237,3.0918,73.6748,1.8718,18.0000,0.0000,1bl4
8.6000,162.4118,2687.2393,6.0247,78.0005,9.7380,12.0000,2.0000,1bwa
3.4900,45.4817,589.7879,1.9801,5.4955,3.1496,1.0000,1.0000,1c5o
4.7400,60.9336,606.1291,2.4966,4.0326,4.5441,1.0000,1.0000,1ce5
7.3700,66.2087,1036.6539,1.9271,22.0548,1.8734,10.0000,2.0000,1cnx
5.0000,26.1853,378.7929,1.6882,3.8370,1.0475,2.0000,2.0000,1cp6
8.8200,191.1068,1781.4983,10.0783,27.5359,14.2591,7.0000,3.0000,1czk
9.0000,191.5906,1788.1169,10.5753,28.0338,14.6062,7.0000,3.0000,1czr
3.6000,31.7843,304.4361,1.7698,0.0000,0.9204,2.0000,2.0000,1d7i
2.7400,74.8132,702.6717,2.8629,0.0000,4.8962,5.0000,2.0000,1dg9
7.2600,84.8786,1408.0975,2.7449,31.6161,4.5178,9.0000,3.0000,1dhi
4.3600,104.4489,1178.8445,2.9854,57.6917,4.2868,6.0000,1.0000,1dy4
4.9600,110.0320,1359.1783,6.2397,28.2785,10.4403,22.0000,4.0000,1elr
6.9600,122.0362,2003.3170,5.2960,51.7765,4.0539,19.0000,7.0000,1ent
7.1600,128.1707,2044.2440,4.7666,54.7631,8.2242,24.0000,1.0000,1epp
8.1900,113.4326,1779.0297,5.1547,64.1932,6.2989,16.0000,2.0000,1epq
8.1000,56.5491,1495.0751,0.5067,68.9715,0.0000,8.0000,6.0000,1erb
7.8900,97.3858,1160.8303,19.4159,23.0945,12.6426,5.0000,3.0000,1erq
5.1000,107.1683,1533.5396,2.7839,0.0000,4.0593,14.0000,15.0000,1ez9
7.1600,129.4997,1413.9325,3.8126,42.7147,5.3143,10.0000,4.0000,1f0u
7.8000,119.8424,1872.6044,4.4371,80.3297,1.6192,8.0000,0.0000,1f28
2.9600,41.3640,854.4972,1.0496,47.7815,1.3226,3.0000,1.0000,1f4e
6.8200,96.7673,1170.8385,6.8555,0.0000,8.6295,2.0000,5.0000,1fhd
8.8000,155.1722,2566.5522,9.9159,47.7833,13.1422,29.0000,8.0000,1fkn
6.4900,41.1105,658.7306,12.8996,3.4168,7.3531,4.0000,2.0000,1fsw
6.0900,77.7576,695.1075,4.6537,12.8966,8.5543,4.0000,1.0000,1ftj
3.7000,53.1508,759.1337,2.8034,0.0000,4.7344,9.0000,8.0000,1fwu
8.1000,185.2424,2934.0820,7.3518,90.6441,11.0764,29.0000,7.0000,1fzj
7.2400,152.4134,1751.4058,4.7552,72.6346,3.7229,11.0000,4.0000,1g2l
6.1100,126.3341,1673.9115,6.5317,52.6383,3.3140,6.0000,3.0000,1g32
7.1700,103.9354,1415.5446,4.1847,35.1000,4.2677,6.0000,3.0000,1g36
7.8000,97.2267,1449.8074,8.7962,30.0307,5.6789,9.0000,1.0000,1g49
5.7000,70.0470,995.3617,8.3108,0.0000,9.6065,6.0000,3.0000,1g98
5.1300,99.7489,1041.2361,6.5675,48.9912,4.9965,3.0000,2.0000,1gcz
6.3500,94.7369,1281.1451,4.7747,11.3325,4.9387,3.0000,2.0000,1gjb
7.3500,106.5053,1300.0859,13.3551,38.2057,4.3519,9.0000,0.0000,1gmy
6.2800,100.7353,1626.8535,3.1630,0.0000,6.4825,16.0000,20.0000,1gui
4.7700,62.0431,971.8541,4.8078,30.2837,1.3825,0.0000,0.0000,1h62
9.2200,98.6331,1904.0342,3.9341,48.8802,3.8256,12.0000,4.0000,1hpv
9.4200,124.2658,2299.8010,2.5120,82.5886,3.8774,12.0000,5.0000,1hsh
4.4100,105.1162,981.8923,35.4782,73.8803,6.2971,9.0000,0.0000,1i8j
2.2200,75.3002,1259.5542,2.8927,0.0000,1.6591,25.0000,2.0000,1icj
7.0000,95.8592,1388.7120,6.1884,33.4609,7.9701,19.0000,3.0000,1is0
7.7000,169.5383,2556.9951,9.7196,88.6376,10.2547,20.0000,4.0000,1izh
6.6200,120.7134,1713.5947,5.5953,29.0820,5.9463,24.0000,2.0000,1jd5
4.0900,21.5567,630.5560,1.1513,7.4736,0.9713,8.0000,2.0000,1jn2
3.5200,46.7223,535.5608,1.5017,0.0000,1.6912,0.0000,1.0000,1jys
7.2800,108.4398,1221.6223,4.9582,56.2492,5.7527,10.0000,0.0000,1kel
6.7000,81.8072,1067.2258,7.2379,0.0000,10.7539,6.0000,3.0000,1koj
3.6600,87.2908,943.5306,19.2895,57.6501,6.7636,9.0000,0.0000,1l6y
7.2200,38.6591,540.3759,5.2534,1.9025,6.2758,3.0000,3.0000,1lan
7.7400,121.3664,1831.4170,4.8500,86.1539,4.4475,13.0000,6.0000,1lee
7.5200,85.7669,1685.4896,1.8917,64.4794,2.8331,1.0000,5.0000,1lke
8.7000,85.4781,1615.2827,1.3470,73.5445,1.9091,1.0000,4.0000,1lnm
