pbindaff,nha,mwt,PDB
5.62,41,602.582,1a08
5.62,17,268.196,3e3c
5.62,7,103.122,3ip9
5.62,24,327.384,3nes
5.62,25,342.464,1ejn
5.63,18,255.408,3l1n
5.63,25,342.438,3gy3
5.63,16,216.21,3rf5
5.64,7,104.172,2reg
5.64,48,692.766,3fwv
5.64,23,325.464,3iw7
5.64,35,511.428,3s8l
5.64,7,121.166,1f57
5.64,43,665.48,1lrt
5.64,17,252.312,1z9g
5.64,21,280.328,2ojg
5.64,34,460.566,1y3v
5.64,22,300.402,1y3y
5.65,32,519.182,3q7q
5.66,13,190.202,3td4
5.66,70,986.112,3ery
5.66,55,786.038,2aod
5.66,31,414.582,1n5r
5.66,33,495.286,1nhu
5.66,21,308.384,2erz
5.66,29,398.448,2op9
5.66,34,496.452,2x97
5.67,39,562.726,2pqz
5.67,24,341.374,2qwf
5.67,22,338.386,2h15
5.68,31,466.344,2c92
5.68,21,298.336,1ow4
5.68,13,190.218,2cbu
5.68,42,635.284,3b5j
5.68,17,237.228,2uyq
5.68,22,337.186,2q8z
5.68,17,248.306,2vr4
5.68,42,597.784,1gnn
5.70,33,451.57,2i4z
5.70,6,90.172,1a99
5.70,17,273.11,1pgp
5.70,12,182.25,3c4h
5.70,10,136.128,3fhb
5.70,37,507.606,3eks
5.70,54,772.012,2avm
5.70,9,153.006,1egh
5.70,15,243.084,1g98
5.70,36,566.278,1g9r
5.70,18,265.308,1jsv
5.70,12,171.262,1n1m
5.70,30,449.434,2f2h
5.70,20,290.248,2ya6
5.70,23,310.444,3acx
5.70,14,200.196,3d4y
5.70,23,374.228,3kku
5.71,31,503.156,3lf0
5.71,43,592.806,1n7m
5.72,33,465.482,1obx
5.72,9,132.098,2v25
5.72,23,350.194,3jvr
5.72,27,389.442,2qg0
5.73,25,353.352,3m3z
5.74,21,283.346,3gy2
5.74,11,152.196,1qy2
5.74,55,824.854,3bzi
5.74,25,400.12,2pqc
5.74,30,427.41,3ivx
5.74,17,235.244,1g3b
5.74,19,254.276,1o33
5.74,26,362.826,1o5e
5.74,17,252.312,1zdp
5.74,26,344.374,3jyj
5.75,20,284.352,2ya8
5.76,13,189.136,1p1o
5.76,26,422.298,2qta
5.77,22,367.252,3rm4
5.77,20,306.168,1jmf
5.77,11,164.156,2boj
5.77,17,230.178,2xp7
5.77,45,633.746,3d1e
5.77,45,666.576,3k00
5.77,22,313.406,1q66
5.77,39,556.526,1ur9
5.77,33,448.556,1y3w
5.79,20,283.46,1hmt
5.80,54,775.036,3iaw
5.80,10,141.152,2q88
5.80,32,519.182,3q72
5.80,32,519.182,3q7p
5.80,31,426.658,1kpm
5.80,17,235.244,1g3c
5.80,42,604.602,1ppm
5.81,24,349.412,1h8s
5.81,42,613.448,1lkl
5.82,26,422.298,1ols
5.82,23,342.296,1urg
5.82,52,758.87,1vwn
5.82,15,228.25,2nn1
5.82,27,424.186,2y8l
5.82,28,402.408,3iue
5.82,35,514.692,3qqa
5.82,39,608.446,11gs
5.82,16,223.208,1hdq
5.82,30,462.216,1kav
5.82,10,166.134,3b7i
5.82,39,608.446,3gss
5.85,20,266.324,1ogz
5.85,11,152.128,1u1w
5.85,31,503.156,2e5y
5.85,12,185.578,3e5u
5.85,14,200.196,2vmf
5.85,20,288.346,1k4g
5.85,28,446.232,1o2w
5.85,28,446.232,1o2x
5.85,16,339.97,1q54
5.85,20,288.346,1q63
5.85,10,171.024,2pu1
5.85,45,648.782,2r3t
5.85,9,156.274,2z94
5.85,32,431.406,1qbn
5.87,23,332.362,3tcg
5.89,27,424.186,1y8o
5.89,26,390.484,1ydk
5.89,28,441.194,2qm7
5.89,36,647.928,3eeb
5.89,25,356.77,3h1x
5.89,23,333.438,1b3l
5.89,18,251.296,1e1x
5.89,25,330.384,2brm
5.89,13,184.112,2eg7
5.89,13,208.154,2tmn
5.89,30,434.544,3qgw
5.90,40,570.71,2weq
5.90,28,374.478,1v2n
5.90,66,970.892,3old
5.91,27,397.376,1ugx
5.92,44,612.618,1aj6
5.92,27,376.37,1kyv
5.92,21,298.336,2ans
5.92,42,635.284,2pmk
5.92,20,270.23,3kgu
5.92,28,375.424,3neo
5.92,18,240.272,2xn3
5.92,30,433.588,1qka
5.92,42,614.82,1a4w
5.92,22,323.418,1jao
5.92,27,424.186,1o0h
5.92,30,429.562,1pph
5.92,18,266.348,1yds
5.92,16,235.67,3r4m
5.92,25,370.498,1ndv
5.92,29,411.494,1qf2
5.93,26,356.26,1fv0
5.94,21,306.792,1kv1
5.95,11,191.638,2weh
5.96,22,320.436,1q8u
5.96,13,192.176,2j79
5.96,19,263.328,2xht
5.96,23,338.404,3rw9
5.96,39,531.552,1nl9
5.96,36,488.434,1o36
5.96,37,527.612,1d6w
5.97,13,192.176,1uwt
5.98,13,193.184,1uwu
5.99,20,315.146,3e12
5.99,42,573.546,2xv1
5.99,27,356.388,3huc
6.00,15,193.238,1hn2
6.00,54,828.488,1xk5
6.00,28,441.194,2rcn
6.00,38,552.53,1a1e
6.00,10,168.04,1ado
6.00,11,157.21,1ceb
6.00,28,440.186,1d2e
6.00,15,193.238,1gt1
6.00,34,504.436,2gh9
6.00,16,243.336,2izl
6.00,16,258.118,2wf5
6.00,73,1048.34,3bze
6.00,12,177.252,1c5s
6.00,15,220.254,2vqt
6.00,30,446.54,1f0t
6.00,7,121.166,1ssq
6.00,21,310.322,2bvd
6.00,41,592.762,2r43
6.00,20,281.328,3ddg
6.01,25,363.49,1b5h
6.01,11,164.182,2vl4
6.01,35,469.552,1eb2
6.02,31,460.508,3coy
6.02,22,332.464,2xwe
6.02,39,534.686,1tcw
6.02,37,522.72,5er1
6.03,14,265.22,1n8v
6.03,17,250.322,1okl
6.03,55,775.958,2ce9
6.03,49,683.692,1t7d
6.03,50,720.954,1sh9
6.04,31,424.374,1xbo
6.04,32,461.308,3lbk
6.05,16,242.302,2nns
6.05,20,297.34,3gus
6.05,11,155.11,1eoc
6.05,35,526.75,3bgb
6.05,44,676.394,3iss
6.05,11,155.102,3pcf
6.06,20,306.168,1jmi
6.06,28,409.768,2fxs
6.06,12,166.222,2nnd
6.06,40,588.464,1kjr
6.06,57,813.88,1g7q
6.06,29,399.402,1qb6
6.07,20,306.168,1jmg
6.07,18,263.324,3b25
6.07,28,377.366,3le8
6.07,32,440.552,1mmp
6.07,35,500.548,2gst
6.07,16,221.224,3fvl
6.07,21,278.302,3owj
6.07,35,521.688,3c89
6.07,31,503.156,2w5g
6.07,53,832.372,3loo
6.08,39,555.572,3iw5
6.08,36,529.49,2w7y
6.08,22,328.208,3otf
6.08,31,503.156,2pze
6.08,10,157.196,2wej
6.08,36,489.532,3bkk
6.09,20,266.324,1ogx
6.09,48,673.718,1w9u
6.09,26,363.818,1o2n
6.09,34,508.99,3p8z
6.10,9,142.576,2p7a
6.10,33,458.462,2e7f
6.10,12,166.222,1dzk
6.10,14,184.226,1gt5
6.10,15,220.642,1lgt
6.10,20,273.196,1m2q
6.10,21,324.444,2ewb
6.10,27,358.394,2flr
6.10,39,551.536,2wed
6.10,26,415.274,3cke
6.10,35,503.644,3c8b
6.11,14,195.192,2qx0
6.11,41,631.61,2qnq
6.11,21,285.206,1m2p
6.11,35,473.458,1o2z
6.11,32,424.528,1g32
6.12,13,194.208,2wvt
6.12,49,671.848,2fgv
6.12,24,330.312,2p2a
6.12,10,148.182,3qfy
6.12,25,400.12,1x8r
6.13,32,430.422,3g9l
6.14,18,296.6,2c97
6.14,66,972.84,2zym
6.14,17,268.298,2fqt
6.15,45,666.576,1zlv
6.15,38,605.27,2r75
6.15,12,200.082,1u0g
6.15,26,397.38,1zs0
6.16,32,537.242,3m89
6.16,37,522.646,1ppc
6.16,27,369.39,3lpg
6.17,28,380.448,1d6v
6.17,39,528.57,3bkl
6.17,22,338.386,3hk1
6.17,23,309.362,1ndy
6.18,21,286.35,2qhm
6.18,18,245.248,2c3j
6.18,33,464.604,3amb
6.18,35,503.644,3c8a
6.18,15,214.238,1xhy
6.19,26,384.43,2qbu
6.19,28,440.186,1tq4
6.19,12,178.182,2bt9
6.19,23,323.782,3u5l
6.19,16,243.268,1iy7
6.19,34,499.026,1v2k
6.20,17,289.526,3p9t
6.20,8,126.178,2osm
6.20,24,350.446,1sqt
6.20,25,345.342,2qrp
6.20,22,290.338,1owe
6.20,61,880.168,3nf3
6.20,26,355.424,2aj8
6.21,27,427.308,2zm3
6.21,54,772.012,3hlo
6.21,30,429.604,1b3h
6.21,36,525.454,3s8n
6.21,21,290.324,3n0h
6.22,27,400.536,3acl
6.22,6,89.096,3ip5
6.22,26,384.43,3p2e
6.22,26,384.43,3pb3
6.22,26,424.452,3lpp
6.22,20,297.346,2xda
6.22,25,374.808,3o0g
6.22,13,184.154,3pd9
6.23,35,511.516,1m7d
6.23,21,290.324,3s3v
6.24,14,213.284,1hnn
6.24,20,274.346,2fai
6.25,27,371.498,2zdn
6.25,21,329.74,3rf4
6.25,42,597.784,1gnm
6.25,21,288.372,1zky
6.26,20,293.272,1wcq
6.26,27,376.836,2ok1
6.26,24,312.332,3bgz
6.27,31,488.988,2j94
6.28,28,409.768,2gfd
6.28,23,338.442,1atl
6.28,54,772.012,2aog
6.28,43,679.462,3ioi
6.28,31,502.148,1afl
6.29,6,89.096,3f48
6.29,70,960.314,3h8b
6.29,45,609.718,2xyt
6.30,27,361.46,1d4p
6.30,10,146.15,1wdn
6.30,11,157.152,2q89
6.30,22,332.464,2vrj
6.30,24,331.374,3ebl
6.30,27,374.324,3k5v
6.30,11,155.162,1lag
6.30,18,304.08,2oi2
6.30,16,224.284,1wm1
6.30,25,362.336,2oyl
6.31,20,305.186,1nja
6.31,10,147.2,2pvu
6.31,28,381.426,2bal
6.31,30,414.49,3q44
6.32,26,347.408,2zb1
6.32,21,285.358,2wnc
6.32,10,150.156,1w3j
6.32,21,312.416,2zga
6.32,22,308.372,3ebh
6.32,22,298.366,6upj
6.33,48,758.294,1ex8
6.33,52,802.452,3hxi
6.33,28,460.292,2qbr
6.34,48,674.7,1w9v
6.34,30,480.39,3cj5
6.34,27,449.294,1xq0
6.34,39,534.686,1bdq
6.34,32,456.48,1i00
6.35,46,672.612,3hik
6.35,44,646.602,3fvh
6.35,20,270.23,3ed0
6.35,17,243.198,2j7f
6.35,31,503.156,2p09
6.35,15,206.19,1cbx
6.35,25,329.376,1gjb
6.35,25,329.376,1gjc
6.35,14,206.218,3ctt
6.36,13,303.144,1c5q
6.36,32,457.516,1ela
6.36,25,343.38,1o2o
6.36,25,346.286,3g90
6.36,33,481.558,2y76
6.37,20,281.444,1hms
6.37,13,189.1,2qpq
6.37,28,385.524,2zdk
6.37,21,290.324,2w9h
6.37,42,587.794,1hbv
6.38,61,866.866,2hkf
6.38,54,772.012,3hau
6.38,14,204.212,2wcg
6.38,28,386.384,2ybu
6.40,9,131.174,1usk
6.40,39,568.572,1a1b
6.40,38,552.53,1a1c
6.40,25,409.176,1g7v
6.40,22,304.356,1i7z
6.40,15,228.25,2nno
6.40,27,424.186,3k1j
6.40,13,197.226,3s72
6.40,27,373.472,2zdl
6.40,33,472.538,10gs
6.40,14,307.106,1igb
6.40,14,201.256,1yvm
6.40,21,300.354,2o2u
6.40,26,361.42,2zaz
6.40,29,416.544,3kmc
6.40,21,294.346,3pn3
6.41,10,135.13,1i80
6.41,23,338.772,2cgf
6.41,28,387.498,2zdm
6.41,41,814.51,2qnp
6.41,28,378.352,1pye
6.41,10,146.124,2xxw
6.41,10,146.124,2xxx
6.41,15,237.146,3k5x
6.41,20,314.368,3r17
6.41,17,239.234,1syh
6.42,31,503.156,3d2e
6.42,25,328.384,1o5a
6.42,32,455.556,1w0y
6.43,72,1033.99,2cia
6.43,20,294.264,1fh9
6.43,37,558.656,2b07
6.43,17,268.298,2fqo
6.43,30,476.36,2ivu
6.44,28,400.958,1jqe
6.44,26,345.38,2pvm
6.44,28,447.966,2jh5
6.46,11,158.276,1gt3
6.46,16,235.67,2xdx
6.46,28,440.186,3zy2
6.46,20,270.24,1m2r
6.46,18,269.294,2xd9
6.46,13,184.154,3pd8
6.46,20,275.338,1ro6
6.47,9,163.23,3s78
6.47,38,506.61,3gcq
6.47,18,263.246,1j01
6.47,36,493.642,3cm2
6.48,12,180.156,1rpj
6.48,13,251.928,3g3r
6.48,23,308.37,2wnj
6.48,19,257.348,1gpn
6.48,18,258.274,3gsm
6.48,34,496.476,1f4g
6.49,20,304.236,1dl7
6.49,17,219.274,3s0b
6.49,12,189.206,3bft
6.50,50,707.822,3bwj
6.50,11,175.188,2weg
6.50,59,828.424,1xa5
6.50,21,331.46,2g72
6.51,31,448.434,2jdh
6.51,23,308.37,2xjj
6.51,25,410.276,3cj4
6.51,28,414.514,2usn
6.51,38,526.486,3hf8
6.52,54,772.012,3bva
6.52,37,587.244,1ct8
6.52,12,170.286,1gt4
6.52,12,166.222,1qy1
6.52,17,257.31,2nn7
6.52,9,128.108,2pfy
6.52,19,302.118,3hjo
6.52,34,498.43,3hzv
6.52,27,389.39,3o9p
6.52,28,386.638,1zhy
6.52,27,373.498,2zft
6.52,20,282.288,1k9s
6.52,39,632.542,2nt7
6.52,13,433.706,2oxy
6.52,12,181.232,1alw
6.52,21,371.156,2h4g
6.52,14,232.056,2ima
6.52,10,150.156,3dx3
6.53,17,228.278,2p7g
6.53,27,394.376,3ama
6.54,44,662.444,1drv
6.54,27,399.464,2h21
6.54,33,476.444,2jdk
6.54,28,377.434,3d0b
6.54,29,401.55,2zfs
6.54,29,401.55,2zhd
6.54,24,388.212,1o3l
6.54,27,398.456,3sr4
6.54,10,146.124,3fuz
6.54,25,342.438,3hii
6.55,20,283.46,1hmr
6.55,12,164.196,3s0e
6.55,20,270.292,1yc4
6.55,13,222.268,1yda
6.55,33,452.44,1dhj
6.55,22,299.416,1n4h
6.55,29,400.542,2bok
6.55,14,219.264,1hp5
6.55,10,146.124,2xxr
6.56,30,415.576,2zq2
6.57,38,553.506,3ove
6.57,53,772.922,1sld
6.57,19,267.254,2fqy
6.57,6,87.054,2hzl
6.57,41,592.762,2pwc
6.57,26,384.43,3qox
6.58,29,388.51,2p7z
6.58,36,508.594,1k1i
6.59,31,439.556,1b58
6.59,53,785.798,2v7d
6.59,50,687.822,1izi
6.59,16,268.058,2e91
6.59,45,648.782,2pwr
6.59,23,302.342,2pvh
6.59,27,379.368,3gs6
6.59,35,479.422,1c2t
6.59,35,479.422,1c3e
6.59,61,837.976,1fiv
6.59,40,559.674,3t8v
6.60,31,503.156,1b38
6.60,57,810.218,2euk
6.60,12,178.182,2jdp
6.60,8,115.132,3ip6
6.60,22,299.416,3cwk
6.60,31,503.156,3dgl
6.60,18,270.37,2f7p
6.60,43,596.602,1g7g
6.60,35,499.604,1jzs
6.60,16,247.316,2j4g
6.60,28,438.528,2wly
6.60,33,476.878,3tu1
6.60,18,243.322,1vot
6.60,29,431.502,2y77
6.60,22,339.368,3lxe
6.61,40,550.764,3mo2
6.62,31,502.174,2ews
6.62,16,243.31,2jgs
6.62,40,558.656,2vwc
6.62,54,775.036,3ka2
6.62,28,387.524,2zq1
6.62,28,387.524,3ljo
6.62,10,146.124,1ii5
6.62,14,202.18,2j7b
6.62,60,814.096,4er1
6.62,25,353.332,3ozp
6.62,31,502.148,1afk
6.63,38,528.52,3f8f
6.63,30,458.6,2x7t
6.64,21,277.32,3b26
6.64,38,588.342,3zy5
6.64,10,166.134,1lcp
6.64,35,483.59,1sln
6.64,21,320.296,2b1g
6.64,26,390.434,2d3z
6.64,22,304.288,2za0
6.64,13,189.136,3fee
6.65,11,164.182,2j75
6.65,19,283.356,3mzc
6.66,28,440.212,1a4r
6.66,16,239.32,1cps
6.66,36,507.572,1elc
6.66,25,337.398,1o3p
6.66,23,325.442,1pxp
6.66,32,518.148,1wur
6.66,20,271.222,3pwd
6.66,16,230.264,2xj7
6.66,15,223.31,2yz3
6.67,25,357.49,3g19
6.68,24,352.798,2iwx
6.68,24,414.042,1mai
6.68,19,268.236,2fqw
6.68,13,303.144,1c5x
6.68,27,452.314,2qbs
6.68,29,411.52,3lpf
6.69,21,329.74,2xn5
6.69,17,239.318,2jew
6.70,34,473.612,1b0h
6.70,7,122.98,1nki
6.70,52,752.982,2eum
6.70,51,724.046,2evl
6.70,28,463.126,2py4
6.70,34,496.414,3hzk
6.70,11,154.102,3pck
6.70,13,181.246,3pgu
6.70,27,389.542,1b3g
6.70,22,308.308,1qy5
6.70,72,1025.16,1xr8
6.70,33,475.392,1eld
6.70,14,465.776,2oxx
6.70,34,469.422,1dfo
6.70,14,192.184,1f3e
6.70,19,266.262,1hp0
6.70,16,257.094,1koj
6.70,16,219.192,3eko
6.70,28,375.466,1rdt
6.70,41,561.636,1rek
6.72,21,286.44,1rbp
6.72,12,178.182,2jdu
6.72,10,141.152,2vpn
6.72,8,110.108,3aqt
6.72,35,500.548,3gst
6.72,26,424.452,3l4v
6.72,20,334.374,3l4z
6.72,38,546.552,2xc0
6.73,17,238.242,1wvj
6.74,12,165.188,1usi
6.74,36,647.928,3fzy
6.74,32,464.828,3heg
6.74,28,439.902,3m67
6.74,31,503.156,3dgo
6.74,19,266.262,1add
6.74,27,386.89,2zc9
6.74,24,333.436,2zgx
6.75,26,389.358,3ikd
6.76,19,267.27,2on6
6.77,34,461.424,1o30
6.77,21,346.202,1o3j
6.77,21,346.202,1o3k
6.77,22,291.278,1om1
6.77,41,588.636,1ony
6.77,19,274.248,3fvn
6.77,41,564.548,1qb1
6.77,10,146.124,3fas
6.78,38,506.61,3gcu
6.79,7,105.096,2rcb
6.80,23,308.344,1fl3
6.80,15,212.222,1p1n
6.80,25,339.478,1nq7
6.80,37,533.506,2xhm
6.80,19,268.242,3fx6
6.80,33,493.636,3c88
6.80,37,491.634,3d94
6.80,26,394.416,3s2v
6.81,60,831.058,3bc3
6.81,28,449.982,2uwp
6.82,10,150.13,1drk
6.82,14,185.192,1lrh
6.82,16,236.26,1uwf
6.82,32,486.328,2c94
6.82,33,534.19,2v8w
6.82,28,404.492,1jeu
6.82,42,570.7,1xh7
6.82,40,568.788,2pym
6.82,25,350.434,3dnj
6.82,9,147.16,3s75
6.82,42,601.722,1k1n
6.82,21,302.284,1fhd
6.82,28,373.454,1o38
6.82,25,398.258,2b1i
6.82,14,449.706,2oxd
6.82,42,657.792,2wk2
6.82,44,646.612,2zq0
6.82,51,709.668,2xyd
6.82,12,197.26,3dx2
6.83,27,383.504,2xnb
6.84,31,469.622,1bhx
6.84,29,416.544,3ewj
6.84,31,464.004,2y5g
6.85,35,495.666,1os5
6.85,22,304.356,1q72
6.85,21,289.322,1qyg
6.85,7,121.166,1xt8
6.85,46,669.552,1lkk
6.85,29,427.352,1ele
6.85,22,305.296,3n76
6.85,39,526.616,1g30
6.85,22,296.344,1xk9
6.85,27,385.5,3pn4
6.86,25,336.324,3pyy
6.86,37,504.634,3aid
6.87,55,886.32,3tmk
6.87,39,546.802,3mo5
6.87,21,354.13,3qin
6.87,45,626.764,1cgl
6.88,29,388.462,1xka
6.89,36,557.308,2bfq
6.89,10,150.13,2dri
6.89,24,352.352,2f34
6.89,12,176.124,2vk2
6.89,31,520.234,3hu3
6.89,29,413.53,1b3f
6.89,33,462.594,1jev
6.89,39,573.782,1sb1
6.89,41,592.762,2r3w
6.89,17,250.27,1fh8
6.89,20,318.114,2e92
6.89,26,424.452,3l4x
6.89,23,345.75,3r4n
6.89,18,258.248,3fvg
6.89,11,161.158,1uz1
6.90,33,467.592,1k1l
6.91,28,441.194,3evc
6.91,32,520.164,3evd
6.92,18,240.298,3r1v
6.92,49,672.846,1k6v
6.92,21,284.424,2g79
6.92,24,325.388,1o2j
6.92,24,362.198,1pkx
6.92,42,597.784,1a9m
6.92,34,472.452,3lir
6.92,48,723.644,2uy0
6.92,13,222.31,3bl0
6.93,11,175.188,2weo
6.93,40,582.136,3svj
6.94,24,378.266,2z7h
6.95,39,534.686,1tcx
6.96,26,423.306,3exe
6.96,22,343.342,1c5c
6.96,25,343.38,1gj8
6.96,21,290.43,1x8j
6.96,46,661.75,1ent
6.96,46,661.75,1gvw
6.96,39,526.616,1oyq
6.96,24,355.428,3pn1
6.97,19,301.28,3t84
6.98,46,690.432,3hv8
6.98,28,425.414,3t83
6.99,66,909.072,3slz
7.00,30,414.532,3g15
7.00,47,681.562,1is0
7.00,48,690.744,3drf
7.00,69,961.134,3drg
7.00,54,772.012,3fsm
7.00,21,288.414,3kdm
7.00,31,415.448,3zyu
7.00,18,257.224,2j7g
7.00,25,401.138,2wzf
7.00,40,580.47,3bbb
7.00,32,532.412,3l8s
7.00,10,151.122,2gyi
7.00,26,362.826,1gj6
7.00,26,424.452,3l4y
7.00,31,501.14,1ch8
7.00,35,503.692,1fpc
7.00,20,326.286,3m2u
7.00,17,488.786,1zoh
7.00,27,392.938,3dux
7.00,22,343.316,3t82
7.01,23,318.482,3nht
7.01,20,275.3,3eou
7.02,46,654.702,3cdb
7.02,18,272.328,3igp
7.02,33,450.572,1ypj
7.02,34,505.974,2vwl
7.02,21,309.326,3n4b
7.03,31,437.582,1b1h
7.03,39,571.048,2vwm
7.04,17,269.13,2aov
7.04,16,251.208,3mtw
7.05,27,390.492,1b5i
7.05,25,364.766,2wer
7.05,11,156.286,3s0d
7.05,25,334.394,1xug
7.05,10,178.992,3i4y
7.05,43,620.654,3aho
7.05,30,406.536,2bq7
7.05,42,603.62,3ahn
7.05,46,653.762,2jxr
7.06,19,286.354,3po6
7.06,8,112.092,1ui0
7.07,13,222.268,1ydd
7.07,22,338.178,2ate
7.07,15,228.276,3ryv
7.07,20,284.352,3cl0
7.08,26,370.402,1xpz
7.08,18,284.138,3rlp
7.09,30,417.432,2bz6
7.09,41,547.686,1lpg
7.09,38,519.694,3f7h
7.10,28,441.194,2wjg
7.10,27,407.586,1b32
7.10,44,618.754,2il2
7.10,16,209.248,2v57
7.10,17,233.186,2f7i
7.10,41,581.656,3hky
7.10,25,360.354,3ebi
7.11,24,344.44,3e64
7.12,25,379.534,1b05
7.12,18,249.186,3d2t
7.12,10,144.082,3hww
7.12,26,377.49,1b52
7.12,55,810.768,1xd0
7.12,47,669.726,1nz7
7.12,32,431.408,3kej
7.12,16,285.744,2pov
7.12,23,312.392,5upj
7.12,24,343.48,2x2r
7.12,11,164.182,3dx4
7.13,18,260.248,2j7d
7.13,38,506.61,3gcv
7.13,25,329.376,1o3d
7.14,66,919.02,2pv1
7.14,18,280.344,3ffp
7.14,22,305.332,2vot
7.14,28,440.802,3n7o
7.15,45,638.744,1fch
7.15,64,902.056,1xr9
7.15,20,283.254,2fqx
7.15,31,446.494,3fql
7.15,22,313.39,1pxn
7.15,53,784.786,2qnn
7.15,33,473.558,1elb
7.15,15,479.802,1zog
7.15,15,241.136,3n9r
7.16,9,149.218,3f3d
7.16,34,460.566,1f0u
7.17,27,409.576,2doo
7.17,30,400.482,2i6b
7.17,25,336.406,1o2h
7.17,32,424.528,1g36
7.18,40,568.788,2q63
7.18,25,337.398,2xj2
7.19,11,155.162,1hsl
7.19,29,387.476,1fcx
7.19,24,324.37,1q7a
7.19,16,248.242,3f19
7.19,10,150.182,2j7h
7.19,19,253.284,1gi4
7.19,21,322.178,1me7
7.19,21,322.178,1me8
7.19,57,831.842,3nsn
7.20,28,452.104,2pqb
7.20,17,253.654,3c79
7.20,33,532.55,3k2f
7.20,22,305.374,3mz6
7.21,15,230.25,3f1a
7.21,9,164.222,3s77
7.22,13,183.22,3cyz
7.22,23,323.48,3dzt
7.22,8,117.148,1sw2
7.22,25,460.758,3m96
7.22,65,911.026,1gvx
7.22,9,131.174,1lan
7.22,14,219.264,2epn
7.22,65,911.026,2er6
7.22,48,684.886,2h6t
7.22,19,255.264,3k99
7.22,37,533.528,3m35
7.23,20,281.318,3f8e
7.24,25,329.334,3o84
7.24,30,408.47,1oyt
7.24,27,403.384,3ikg
7.24,39,526.616,1g2l
7.24,12,266.318,1y4z
7.24,33,477.578,2psv
7.24,29,404.434,3n3g
7.25,24,347.464,1jet
7.25,14,200.196,2ces
7.25,66,924.002,2qbw
7.25,32,464.828,3gcs
7.25,30,423.474,2ole
7.26,55,772.808,3ifo
7.26,14,213.3,3cz1
7.26,33,452.44,1dhi
7.26,37,527.676,1mrx
7.26,27,356.388,2qzr
7.26,20,275.326,3gc5
7.27,24,327.468,1fdq
7.28,24,359.2,3a6t
7.28,30,423.556,1b40
7.28,12,161.224,2pql
7.28,13,197.258,2qoa
7.28,20,272.204,3fl5
7.28,9,147.078,3o7u
7.28,41,574.776,1hii
7.28,14,200.196,2ceq
7.28,40,606.612,2qhz
7.29,38,526.574,3ccz
7.30,20,274.262,2uxi
7.30,30,423.896,3p5o
7.30,10,143.184,1sw1
7.30,21,345.21,1o3h
7.30,21,345.21,1o3i
7.30,35,499.66,2i3i
7.30,10,169.032,3c52
7.30,35,478.556,1tmn
7.30,40,582.69,2qi1
7.30,25,381.294,3n0n
7.30,19,296.376,3r16
7.30,34,471.528,4sga
7.31,35,521.396,1o1s
7.32,19,272.258,2j7e
7.32,27,385.5,3m6q
7.32,26,379.496,1qf1
7.32,27,447.368,1ydt
7.32,34,478.444,3ipu
7.32,49,670.84,3pww
7.33,9,131.174,3gjd
7.33,30,444.866,2r2m
7.33,30,454.934,2j2u
7.34,12,163.24,1uw6
7.34,32,423.468,2ydw
7.34,38,524.686,2fgi
7.34,39,551.716,2gv6
7.34,25,353.332,2vvs
7.34,35,479.632,3f7i
7.35,26,375.516,1qkb
7.35,21,309.34,1ttm
7.35,53,738.924,1mhw
7.36,16,243.31,1swg
7.36,48,658.82,1k6p
7.37,28,492.004,1fao
7.37,25,363.464,1b51
7.37,22,332.406,1cnx
7.37,13,186.17,3dp4
7.37,34,465.606,3f7g
7.37,24,338.398,3q43
7.38,35,491.576,1qf0
7.38,40,582.708,2qi0
7.39,39,545.732,1d3p
7.39,17,262.402,3p5l
7.39,15,235.104,2hzy
7.39,75,1074.27,3ds9
7.40,10,150.13,1drj
7.40,48,669.546,2xuz
7.40,19,292.294,3f18
7.40,28,492.004,1b55
7.40,36,508.62,1k1m
7.40,22,319.266,1oar
7.40,41,607.434,1r6n
7.40,20,290.274,1f8c
7.40,34,471.554,2i3h
7.40,24,347.294,2zy1
7.40,51,729.356,2bpy
7.40,24,320.39,1owh
7.40,16,476.776,1zoe
7.40,65,906.096,2er9
7.40,22,333.17,3rlq
7.41,12,175.22,2q2a
7.41,10,169.032,1ik4
7.42,16,242.302,3ryy
7.42,21,308.326,1q5k
7.42,49,668.654,1t32
7.42,16,305.168,2pou
7.42,25,336.422,2xys
7.43,28,404.518,1b5j
7.43,43,584.694,2bak
7.43,10,169.032,2isw
7.44,11,180.252,2f7o
7.44,31,508.418,2qbq
7.44,45,648.782,2r38
7.44,36,502.604,1ciz
7.44,37,490.616,1qb9
7.44,33,450.488,1vzq
7.44,25,353.332,2oxn
7.44,11,180.252,3dx0
7.44,31,465.36,3lbl
7.45,25,331.288,1n0s
7.45,27,376.37,2ccb
7.46,23,346.224,3kyg
7.46,23,344.214,1yei
7.46,27,400.318,1yej
7.46,20,264.312,1sqo
7.46,20,308.2,3fed
7.46,22,341.356,2g71
7.46,20,334.132,2p53
7.46,23,362.294,3ocz
7.47,37,502.586,1xh4
7.47,57,911.342,5tmp
7.47,33,458.394,3oe4
7.47,49,692.864,3own
7.48,45,615.802,1k6c
7.48,81,1132.35,3o6m
7.48,51,703.848,1iiq
7.48,39,583.654,2qhy
7.48,20,290.248,3qxm
7.49,27,385.5,3m6r
7.49,39,572.608,2hh5
7.49,39,572.608,2hhn
7.49,25,404.932,3nyx
7.51,33,493.94,2vwo
7.51,24,350.394,3n2v
7.52,28,441.194,2gek
7.52,17,257.31,2nnv
7.52,28,390.502,1lke
